id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
250,1093716.0,-16623.583199999997,0.0,22
1713,1091256.0,-16586.191199999997,0.0,22
1090,1089747.2,-16563.257439999998,0.0,22
1873,1087418.4,-16527.859679999998,0.0,22
457,1086073.5999999999,-16507.418719999998,0.0,22
1159,1084827.2,-16488.473439999998,0.0,22
1173,1083220.0,-16464.043999999998,0.0,22
698,1080432.0,-16421.6664,0.0,22
288,1078365.5999999999,-16390.257119999995,0.0,22
622,1075413.5999999999,-16345.386719999999,0.0,22
1962,1075184.0,-16341.8968,0.0,22
1088,1071805.5999999999,-16290.545119999999,0.0,22
1164,1070231.2,-16266.614239999999,0.0,22
1597,1068164.7999999998,-16235.204959999997,0.0,22
949,1067869.5999999999,-16230.717919999997,0.0,22
1328,1067344.7999999998,-16222.740959999997,0.0,22
1749,1066098.4,-16203.79568,0.0,22
1918,1064819.2,-16184.35184,0.0,22
992,1064524.0,-16179.864800000001,0.0,22
1900,1063933.5999999999,-16170.890719999998,0.0,22
439,1063146.4,-16158.92528,0.0,22
1413,1062884.0,-16154.9368,0.0,22
1296,1062392.0,-16147.4584,0.0,22
1800,1060555.2,-16119.53904,0.0,22
1671,1060522.4,-16119.04048,0.0,22
1077,1060424.0,-16117.5448,0.0,22
1565,1059735.2,-16107.07504,0.0,22
519,1059604.0,-16105.0808,0.0,22
1292,1058948.0,-16095.1096,0.0,22
1290,1058095.2,-16082.14704,0.0,22
1661,1057701.5999999999,-16076.164319999998,0.0,22
1441,1057111.2,-16067.19024,0.0,22
1373,1056160.0,-16052.732,0.0,22
219,1056094.4,-16051.734879999998,0.0,22
743,1055307.2,-16039.76944,0.0,22
838,1054618.4,-16029.299679999998,0.0,22
1346,1054585.5999999999,-16028.801119999998,0.0,22
1824,1054356.0,-16025.3112,0.0,22
1241,1053076.7999999998,-16005.867359999998,0.0,22
154,1052880.0,-16002.876,0.0,22
339,1051535.2,-15982.43504,0.0,22
137,1051469.5999999999,-15981.437919999998,0.0,22
1086,1051371.2,-15979.94224,0.0,22
754,1049960.7999999998,-15958.504159999997,0.0,22
2023,1049501.5999999999,-15951.524319999999,0.0,22
1832,1047271.2,-15917.622239999999,0.0,22
1652,1047107.2,-15915.129439999999,0.0,22
