id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
288,1087680.7999999998,-16531.848159999994,0.0,19
1460,1086467.2,-16513.401439999998,0.0,19
754,1086106.4,-16507.917279999998,0.0,19
1090,1085220.7999999998,-16494.456159999994,0.0,19
1904,1079316.7999999998,-16404.715359999995,0.0,19
439,1078365.5999999999,-16390.257119999995,0.0,19
1077,1077053.5999999999,-16370.314719999998,0.0,19
2052,1076463.2,-16361.34064,0.0,19
106,1075479.2,-16346.38384,0.0,19
1734,1075380.7999999998,-16344.888159999997,0.0,19
1824,1071871.2,-16291.542239999999,0.0,19
1227,1070428.0,-16269.6056,0.0,19
1521,1067705.5999999999,-16228.225119999997,0.0,19
262,1066229.5999999999,-16205.789919999997,0.0,19
949,1065737.5999999999,-16198.311519999997,0.0,19
1954,1065180.0,-16189.836000000001,0.0,19
457,1064720.7999999998,-16182.856159999998,0.0,19
80,1063015.2,-16156.93104,0.0,19
1159,1062949.5999999999,-16155.933919999998,0.0,19
219,1062884.0,-16154.9368,0.0,19
1086,1061900.0,-16139.98,0.0,19
1103,1060719.2,-16122.03184,0.0,19
1900,1060653.5999999999,-16121.034719999998,0.0,19
1962,1059702.4,-16106.57648,0.0,19
94,1059210.4,-16099.09808,0.0,19
1780,1057734.4,-16076.662879999998,0.0,19
1990,1057045.5999999999,-16066.193119999998,0.0,19
1170,1057045.5999999999,-16066.193119999998,0.0,19
1373,1056914.4,-16064.198879999998,0.0,19
1671,1056881.5999999999,-16063.700319999998,0.0,19
838,1056881.5999999999,-16063.700319999998,0.0,19
1290,1056717.5999999999,-16061.207519999998,0.0,19
1405,1056061.5999999999,-16051.236319999998,0.0,19
1088,1055602.4,-16044.256479999998,0.0,19
488,1054651.2,-16029.79824,0.0,19
199,1054618.4,-16029.299679999998,0.0,19
1164,1054388.7999999998,-16025.809759999998,0.0,19
597,1053175.2,-16007.36304,0.0,19
1462,1052486.4,-15996.893279999998,0.0,19
622,1052486.4,-15996.893279999998,0.0,19
339,1052027.2,-15989.91344,0.0,19
743,1050912.0,-15972.9624,0.0,19
428,1050748.0,-15970.4696,0.0,19
1296,1049928.0,-15958.0056,0.0,19
685,1049895.2,-15957.50704,0.0,19
1652,1049862.4,-15957.008479999999,0.0,19
499,1049829.5999999999,-15956.509919999999,0.0,19
250,1049600.0,-15953.02,0.0,19
1597,1047303.9999999999,-15918.120799999999,0.0,19
1173,1047074.3999999999,-15914.630879999999,0.0,19
1180,1046713.5999999999,-15909.146719999999,0.0,19
1541,1046713.5999999999,-15909.146719999999,0.0,19
1199,1046615.2,-15907.651039999999,0.0,19
1713,1046582.3999999999,-15907.152479999999,0.0,19
1673,1046090.3999999999,-15899.674079999999,0.0,19
1749,1045696.7999999999,-15893.691359999999,0.0,19
1094,1045270.3999999999,-15887.210079999999,0.0,19
880,1045106.3999999999,-15884.717279999999,0.0,19
789,1044876.7999999999,-15881.227359999999,0.0,19
1012,1044581.5999999999,-15876.740319999999,0.0,19
1481,1044450.3999999999,-15874.746079999999,0.0,19
34,1044253.5999999999,-15871.754719999999,0.0,19
821,1043991.2,-15867.766239999999,0.0,19
1292,1043663.2,-15862.780639999999,0.0,19
1832,1043302.3999999999,-15857.296479999999,0.0,19
605,1043236.7999999999,-15856.299359999999,0.0,19
1099,1042187.2,-15840.34544,0.0,19
1791,1041990.3999999999,-15837.35408,0.0,19
1412,1041859.2,-15835.35984,0.0,19
72,1041727.9999999999,-15833.3656,0.0,19
137,1041695.2,-15832.86704,0.0,19
368,1041104.7999999999,-15823.89296,0.0,19
363,1040842.3999999999,-15819.90448,0.0,19
889,1040776.7999999999,-15818.90736,0.0,19
275,1040579.9999999999,-15815.916,0.0,19
1346,1040317.5999999999,-15811.927519999997,0.0,19
1368,1040284.7999999999,-15811.42896,0.0,19
803,1040120.7999999999,-15808.93616,0.0,19
1309,1039727.2,-15802.95344,0.0,19
77,1038972.7999999999,-15791.48656,0.0,19
1641,1038874.3999999999,-15789.99088,0.0,19
1565,1038316.7999999999,-15781.51536,0.0,19
1752,1038087.2,-15778.02544,0.0,19
2076,1037791.9999999999,-15773.5384,0.0,19
1401,1037234.3999999999,-15765.06288,0.0,19
396,1036939.2,-15760.57584,0.0,19
1328,1036447.2,-15753.09744,0.0,19
90,1036348.7999999999,-15751.60176,0.0,19
1413,1035627.2,-15740.63344,0.0,19
217,1035135.2,-15733.15504,0.0,19
975,1034741.5999999999,-15727.172319999998,0.0,19
1918,1034708.7999999999,-15726.67376,0.0,19
992,1034675.9999999999,-15726.175199999998,0.0,19
155,1034610.3999999999,-15725.17808,0.0,19
1398,1034183.9999999999,-15718.696799999998,0.0,19
1946,1033855.9999999999,-15713.711199999998,0.0,19
944,1033396.7999999999,-15706.73136,0.0,19
1654,1033265.5999999999,-15704.737119999998,0.0,19
2066,1031887.9999999999,-15683.797599999998,0.0,19
1661,1031133.5999999999,-15672.330719999998,0.0,19
1402,1030543.2,-15663.35664,0.0,19
2023,1029624.7999999999,-15649.39696,0.0,19
624,1029427.9999999999,-15646.405599999998,0.0,19
236,1028903.2,-15638.42864,0.0,19
1605,1028706.3999999999,-15635.437279999998,0.0,19
1441,1028706.3999999999,-15635.437279999998,0.0,19
698,1028312.7999999999,-15629.45456,0.0,19
519,1028017.5999999999,-15624.967519999998,0.0,19
753,1027755.2,-15620.97904,0.0,19
1025,1027492.7999999999,-15616.990559999998,0.0,19
1154,1027492.7999999999,-15616.990559999998,0.0,19
634,1027459.9999999999,-15616.491999999998,0.0,19
755,1026902.3999999999,-15608.016479999998,0.0,19
2061,1024639.2,-15573.61584,0.0,19
909,1024311.2,-15568.63024,0.0,19
544,1023556.7999999999,-15557.163359999999,0.0,19
154,1023359.9999999999,-15554.171999999999,0.0,19
122,1022539.9999999999,-15541.707999999999,0.0,19
716,1022310.3999999999,-15538.218079999999,0.0,19
1659,1021326.3999999999,-15523.261279999999,0.0,19
20,1021326.3999999999,-15523.261279999999,0.0,19
645,1020014.3999999999,-15503.318879999999,0.0,19
430,1020014.3999999999,-15503.318879999999,0.0,19
1924,1019719.2,-15498.831839999999,0.0,19
1971,1019587.9999999999,-15496.837599999999,0.0,19
120,1019227.2,-15491.353439999999,0.0,19
840,1018702.3999999999,-15483.376479999999,0.0,19
1640,1018702.3999999999,-15483.376479999999,0.0,19
692,1018472.7999999999,-15479.886559999999,0.0,19
991,1018079.2,-15473.903839999999,0.0,19
206,1017947.9999999999,-15471.909599999999,0.0,19
1873,1017423.2,-15463.932639999999,0.0,19
1295,1017390.3999999999,-15463.434079999999,0.0,19
1881,1017226.3999999999,-15460.94128,0.0,19
347,1016734.3999999999,-15453.46288,0.0,19
287,1016307.9999999999,-15446.9816,0.0,19
9,1016078.3999999999,-15443.49168,0.0,19
702,1016045.5999999999,-15442.993119999997,0.0,19
1642,1014897.5999999999,-15425.543519999997,0.0,19
2041,1014405.5999999999,-15418.065119999997,0.0,19
379,1014143.2,-15414.07664,0.0,19
2057,1013388.7999999999,-15402.60976,0.0,19
1238,1012929.5999999999,-15395.629919999998,0.0,19
82,1012273.5999999999,-15385.658719999998,0.0,19
1131,1012142.3999999999,-15383.66448,0.0,19
585,1011814.3999999999,-15378.67888,0.0,19
547,1011748.7999999999,-15377.68176,0.0,19
1420,1011748.7999999999,-15377.68176,0.0,19
1991,1010863.2,-15364.22064,0.0,19
1531,1010469.5999999999,-15358.237919999998,0.0,19
276,1010403.9999999999,-15357.240799999998,0.0,19
600,1010141.5999999999,-15353.252319999998,0.0,19
659,1009846.3999999999,-15348.76528,0.0,19
1770,1008993.5999999999,-15335.802719999998,0.0,19
1800,1008468.7999999999,-15327.82576,0.0,19
1369,1008206.3999999999,-15323.83728,0.0,19
1860,1008075.2,-15321.84304,0.0,19
1902,1007583.2,-15314.36464,0.0,19
1158,1007058.3999999999,-15306.38768,0.0,19
230,1007025.5999999999,-15305.889119999998,0.0,19
1247,1006599.2,-15299.40784,0.0,19
983,1006533.5999999999,-15298.410719999998,0.0,19
1534,1006205.5999999999,-15293.425119999998,0.0,19
18,1006172.7999999999,-15292.92656,0.0,19
1435,1006139.9999999999,-15292.427999999998,0.0,19
2000,1005713.5999999999,-15285.946719999998,0.0,19
1215,1004663.9999999999,-15269.992799999998,0.0,19
1122,1004106.3999999999,-15261.517279999998,0.0,19
118,1002728.7999999999,-15240.57776,0.0,19
1909,1002728.7999999999,-15240.57776,0.0,19
225,1002564.7999999999,-15238.08496,0.0,19
451,1002531.9999999999,-15237.586399999998,0.0,19
1933,1002269.5999999999,-15233.597919999998,0.0,19
721,1002007.2,-15229.60944,0.0,19
1847,1001613.5999999999,-15223.626719999998,0.0,19
932,1001318.3999999999,-15219.139679999998,0.0,19
195,1001187.2,-15217.14544,0.0,19
1970,1001154.3999999999,-15216.646879999998,0.0,19
1362,1000662.3999999999,-15209.168479999998,0.0,19
283,1000399.9999999999,-15205.179999999998,0.0,19
1756,1000301.5999999999,-15203.684319999998,0.0,19
916,1000104.7999999999,-15200.692959999998,0.0,19
1239,999579.9999999999,-15192.715999999999,0.0,19
1210,998989.5999999999,-15183.741919999999,0.0,19
1393,998497.5999999999,-15176.263519999999,0.0,19
2051,998202.3999999999,-15171.776479999999,0.0,19
1920,998071.2,-15169.78224,0.0,19
515,997972.7999999999,-15168.286559999999,0.0,19
1620,997644.7999999999,-15163.300959999999,0.0,19
