id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
1227,1098373.5999999999,-16694.378719999997,0.0,3
1405,1088271.2,-16540.822239999998,0.0,3
1346,1084827.2,-16488.473439999998,0.0,3
1309,1084597.5999999999,-16484.983519999998,0.0,3
94,1084532.0,-16483.986399999998,0.0,3
1661,1080563.2,-16423.66064,0.0,3
1652,1080333.5999999999,-16420.170719999995,0.0,3
1654,1077873.5999999999,-16382.778719999998,0.0,3
1900,1075544.7999999998,-16347.380959999997,0.0,3
753,1074790.4,-16335.914079999999,0.0,3
519,1073642.4,-16318.464479999999,0.0,3
288,1073380.0,-16314.476,0.0,3
1290,1071969.5999999999,-16293.037919999999,0.0,3
1180,1070198.4,-16266.115679999999,0.0,3
1749,1067738.4,-16228.72368,0.0,3
1924,1064491.2,-16179.36624,0.0,3
1824,1063704.0,-16167.4008,0.0,3
1170,1063572.7999999998,-16165.406559999998,0.0,3
1173,1061408.0,-16132.5016,0.0,3
77,1060817.5999999999,-16123.527519999998,0.0,3
1541,1060391.2,-16117.04624,0.0,3
1159,1059276.0,-16100.0952,0.0,3
838,1059144.7999999998,-16098.100959999998,0.0,3
2052,1057996.7999999998,-16080.651359999998,0.0,3
1734,1057767.2,-16077.16144,0.0,3
72,1057701.5999999999,-16076.164319999998,0.0,3
1713,1057472.0,-16072.6744,0.0,3
363,1057045.5999999999,-16066.193119999998,0.0,3
743,1056488.0,-16057.7176,0.0,3
698,1055602.4,-16044.256479999998,0.0,3
624,1055569.5999999999,-16043.757919999998,0.0,3
597,1055143.2,-16037.27664,0.0,3
219,1055012.0,-16035.2824,0.0,3
789,1054487.2,-16027.30544,0.0,3
1671,1054356.0,-16025.3112,0.0,3
1565,1053601.5999999999,-16013.844319999998,0.0,3
120,1053339.2,-16009.85584,0.0,3
1641,1053175.2,-16007.36304,0.0,3
488,1052617.5999999999,-15998.887519999998,0.0,3
1412,1052256.7999999998,-15993.403359999997,0.0,3
1460,1052125.5999999999,-15991.409119999998,0.0,3
499,1051633.5999999999,-15983.930719999998,0.0,3
1086,1051600.7999999998,-15983.432159999997,0.0,3
1215,1051240.0,-15977.948,0.0,3
90,1050387.2,-15964.98544,0.0,3
1597,1050092.0,-15960.4984,0.0,3
880,1049665.5999999999,-15954.017119999999,0.0,3
702,1047599.2,-15922.607839999999,0.0,3
1328,1047533.5999999999,-15921.610719999999,0.0,3
1481,1047435.2,-15920.115039999999,0.0,3
1077,1047369.5999999999,-15919.117919999999,0.0,3
1832,1047238.3999999999,-15917.123679999999,0.0,3
633,1046746.3999999999,-15909.645279999999,0.0,3
692,1046254.3999999999,-15902.166879999999,0.0,3
137,1046123.2,-15900.172639999999,0.0,3
1954,1044909.5999999999,-15881.725919999999,0.0,3
396,1044778.3999999999,-15879.731679999999,0.0,3
685,1043695.9999999999,-15863.279199999999,0.0,3
1420,1043203.9999999999,-15855.800799999999,0.0,3
1873,1042055.9999999999,-15838.3512,0.0,3
106,1041760.7999999999,-15833.86416,0.0,3
1122,1041235.9999999999,-15825.8872,0.0,3
428,1041104.7999999999,-15823.89296,0.0,3
2023,1040678.3999999999,-15817.41168,0.0,3
1099,1040481.5999999999,-15814.420319999997,0.0,3
1103,1040219.2,-15810.43184,0.0,3
1402,1040186.3999999999,-15809.93328,0.0,3
803,1039923.9999999999,-15805.9448,0.0,3
1088,1039759.9999999999,-15803.452,0.0,3
18,1039399.2,-15797.96784,0.0,3
1435,1039333.5999999999,-15796.970719999998,0.0,3
2000,1038415.2,-15783.01104,0.0,3
457,1038382.3999999999,-15782.51248,0.0,3
1441,1037890.3999999999,-15775.03408,0.0,3
622,1037890.3999999999,-15775.03408,0.0,3
1398,1037562.3999999999,-15770.04848,0.0,3
1292,1037365.5999999999,-15767.057119999998,0.0,3
1164,1036709.5999999999,-15757.085919999998,0.0,3
275,1036578.3999999999,-15755.09168,0.0,3
1094,1036086.3999999999,-15747.61328,0.0,3
1090,1035922.3999999999,-15745.12048,0.0,3
1199,1035659.9999999999,-15741.131999999998,0.0,3
975,1035069.5999999999,-15732.157919999998,0.0,3
821,1035069.5999999999,-15732.157919999998,0.0,3
1362,1034905.5999999999,-15729.665119999998,0.0,3
1296,1034872.7999999999,-15729.16656,0.0,3
287,1034741.5999999999,-15727.172319999998,0.0,3
225,1034708.7999999999,-15726.67376,0.0,3
339,1034577.5999999999,-15724.679519999998,0.0,3
949,1033921.5999999999,-15714.708319999998,0.0,3
439,1033593.5999999999,-15709.722719999998,0.0,3
34,1033232.7999999999,-15704.23856,0.0,3
154,1032609.5999999999,-15694.765919999998,0.0,3
945,1032379.9999999999,-15691.275999999998,0.0,3
236,1032248.7999999999,-15689.28176,0.0,3
1780,1032019.2,-15685.79184,0.0,3
992,1031855.2,-15683.29904,0.0,3
754,1031723.9999999999,-15681.304799999998,0.0,3
118,1031691.2,-15680.80624,0.0,3
262,1030116.7999999999,-15656.87536,0.0,3
1918,1029952.7999999999,-15654.38256,0.0,3
1025,1029854.3999999999,-15652.886879999998,0.0,3
922,1027689.5999999999,-15619.981919999998,0.0,3
1659,1027656.7999999999,-15619.48336,0.0,3
1990,1027295.9999999999,-15613.999199999998,0.0,3
1462,1027033.5999999999,-15610.010719999998,0.0,3
1238,1026803.9999999999,-15606.520799999998,0.0,3
1521,1026410.3999999999,-15600.538079999998,0.0,3
2051,1025787.2,-15591.06544,0.0,3
1800,1025524.7999999999,-15587.076959999999,0.0,3
1791,1025360.7999999999,-15584.584159999999,0.0,3
1847,1025131.2,-15581.09424,0.0,3
251,1024770.3999999999,-15575.610079999999,0.0,3
1247,1023753.5999999999,-15560.154719999999,0.0,3
1673,1023392.7999999999,-15554.670559999999,0.0,3
84,1023294.3999999999,-15553.174879999999,0.0,3
1881,1023261.5999999999,-15552.676319999999,0.0,3
184,1023064.7999999999,-15549.684959999999,0.0,3
250,1022900.7999999999,-15547.192159999999,0.0,3
515,1022703.9999999999,-15544.200799999999,0.0,3
2076,1022572.7999999999,-15542.206559999999,0.0,3
944,1022474.3999999999,-15540.710879999999,0.0,3
283,1022113.5999999999,-15535.226719999999,0.0,3
372,1022015.2,-15533.731039999999,0.0,3
451,1021588.7999999999,-15527.249759999999,0.0,3
1775,1021424.7999999999,-15524.756959999999,0.0,3
709,1020899.9999999999,-15516.779999999999,0.0,3
1756,1020899.9999999999,-15516.779999999999,0.0,3
634,1020539.2,-15511.295839999999,0.0,3
1218,1020539.2,-15511.295839999999,0.0,3
991,1020473.5999999999,-15510.298719999999,0.0,3
1413,1020473.5999999999,-15510.298719999999,0.0,3
2066,1019489.5999999999,-15495.341919999999,0.0,3
430,1019259.9999999999,-15491.851999999999,0.0,3
585,1019095.9999999999,-15489.359199999999,0.0,3
230,1018603.9999999999,-15481.880799999999,0.0,3
1289,1018374.3999999999,-15478.390879999999,0.0,3
122,1018243.2,-15476.396639999999,0.0,3
1971,1018111.9999999999,-15474.402399999999,0.0,3
1531,1017980.7999999999,-15472.408159999999,0.0,3
909,1017652.7999999999,-15467.422559999999,0.0,3
80,1017455.9999999999,-15464.431199999999,0.0,3
2057,1016931.2,-15456.45424,0.0,3
20,1016898.3999999999,-15455.95568,0.0,3
659,1016668.7999999999,-15452.46576,0.0,3
1933,1015979.9999999999,-15441.996,0.0,3
429,1015323.9999999999,-15432.0248,0.0,3
1548,1014766.3999999999,-15423.54928,0.0,3
368,1014536.7999999999,-15420.05936,0.0,3
1770,1014372.7999999999,-15417.56656,0.0,3
1315,1013880.7999999999,-15410.08816,0.0,3
1962,1013683.9999999999,-15407.0968,0.0,3
1401,1012634.3999999999,-15391.14288,0.0,3
82,1012404.7999999999,-15387.65296,0.0,3
1642,1012371.9999999999,-15387.1544,0.0,3
1350,1012273.5999999999,-15385.658719999998,0.0,3
1970,1011847.2,-15379.17744,0.0,3
1133,1011289.5999999999,-15370.701919999998,0.0,3
2041,1010666.3999999999,-15361.22928,0.0,3
1205,1010502.3999999999,-15358.73648,0.0,3
1820,1010239.9999999999,-15354.747999999998,0.0,3
195,1009124.7999999999,-15337.79696,0.0,3
155,1008567.2,-15329.32144,0.0,3
1991,1008075.2,-15321.84304,0.0,3
605,1007747.2,-15316.85744,0.0,3
1758,1007615.9999999999,-15314.863199999998,0.0,3
1373,1006369.5999999999,-15295.917919999998,0.0,3
1369,1005877.5999999999,-15288.439519999998,0.0,3
889,1005582.3999999999,-15283.952479999998,0.0,3
174,1004631.2,-15269.49424,0.0,3
1158,1004565.5999999999,-15268.497119999998,0.0,3
1019,1004467.2,-15267.00144,0.0,3
347,1004007.9999999999,-15260.021599999998,0.0,3
840,1003712.7999999999,-15255.53456,0.0,3
1295,1003187.9999999999,-15247.557599999998,0.0,3
199,1002105.5999999999,-15231.105119999998,0.0,3
2036,1001515.2,-15222.13104,0.0,3
1154,1000662.3999999999,-15209.168479999998,0.0,3
1368,999219.2,-15187.23184,0.0,3
755,999022.3999999999,-15184.240479999999,0.0,3
474,998989.5999999999,-15183.741919999999,0.0,3
260,998891.2,-15182.24624,0.0,3
1904,998038.3999999999,-15169.283679999999,0.0,3
2081,997972.7999999999,-15168.286559999999,0.0,3
1605,997939.9999999999,-15167.787999999999,0.0,3
206,997251.2,-15157.31824,0.0,3
2061,996988.7999999999,-15153.329759999999,0.0,3
2071,996955.9999999999,-15152.831199999999,0.0,3
464,996759.2,-15149.839839999999,0.0,3
782,996660.7999999999,-15148.344159999999,0.0,3
907,996496.7999999999,-15145.851359999999,0.0,3
217,996365.5999999999,-15143.857119999999,0.0,3
645,996135.9999999999,-15140.367199999999,0.0,3
1752,996037.5999999999,-15138.871519999999,0.0,3
824,995348.7999999999,-15128.401759999999,0.0,3
276,994922.3999999999,-15121.920479999999,0.0,3
1720,994659.9999999999,-15117.931999999999,0.0,3
2013,994233.5999999999,-15111.450719999999,0.0,3
1909,994003.9999999999,-15107.960799999999,0.0,3
910,993577.5999999999,-15101.479519999999,0.0,3
544,993183.9999999999,-15095.496799999999,0.0,3
3,992167.2,-15080.041439999999,0.0,3
721,991839.2,-15075.055839999999,0.0,3
423,991543.9999999999,-15070.5688,0.0,3
960,990920.7999999999,-15061.09616,0.0,3
1051,990625.5999999999,-15056.609119999997,0.0,3
547,990199.2,-15050.12784,0.0,3
1539,990166.3999999999,-15049.62928,0.0,3
1920,989674.3999999999,-15042.15088,0.0,3
1239,989051.2,-15032.67824,0.0,3
1012,988723.2,-15027.69264,0.0,3
964,988001.5999999999,-15016.724319999998,0.0,3
2072,987739.2,-15012.73584,0.0,3
906,987476.7999999999,-15008.74736,0.0,3
14,986755.2,-14997.77904,0.0,3
1888,986492.7999999999,-14993.79056,0.0,3
1946,986197.5999999999,-14989.303519999998,0.0,3
1210,986164.7999999999,-14988.80496,0.0,3
1419,985771.2,-14982.82224,0.0,3
1902,985443.2,-14977.83664,0.0,3
1098,985311.9999999999,-14975.842399999998,0.0,3
600,984557.5999999999,-14964.375519999998,0.0,3
563,984459.2,-14962.87984,0.0,3
1039,984229.5999999999,-14959.389919999998,0.0,3
932,983803.2,-14952.90864,0.0,3
1929,983803.2,-14952.90864,0.0,3
1695,983179.9999999999,-14943.435999999998,0.0,3
9,982819.2,-14937.95184,0.0,3
1483,982819.2,-14937.95184,0.0,3
1511,982655.2,-14935.45904,0.0,3
1716,982622.3999999999,-14934.96048,0.0,3
1634,982491.2,-14932.96624,0.0,3
1241,982458.3999999999,-14932.46768,0.0,3
344,980949.5999999999,-14909.533919999998,0.0,3
1003,980457.5999999999,-14902.055519999998,0.0,3
1029,980359.2,-14900.55984,0.0,3
1640,979834.3999999999,-14892.582879999998,0.0,3
1860,979506.3999999999,-14887.597279999998,0.0,3
843,979211.2,-14883.11024,0.0,3
1495,979112.7999999999,-14881.61456,0.0,3
69,979112.7999999999,-14881.61456,0.0,3
716,978948.7999999999,-14879.12176,0.0,3
1925,978456.7999999999,-14871.64336,0.0,3
1973,978095.9999999999,-14866.159199999998,0.0,3
1014,977603.9999999999,-14858.680799999998,0.0,3
1987,977603.9999999999,-14858.680799999998,0.0,3
1022,977374.3999999999,-14855.190879999998,0.0,3
379,976849.5999999999,-14847.213919999998,0.0,3
79,976718.3999999999,-14845.219679999998,0.0,3
1599,976259.2,-14838.23984,0.0,3
264,976127.9999999999,-14836.245599999998,0.0,3
114,974783.2,-14815.80464,0.0,3
2054,974750.3999999999,-14815.306079999998,0.0,3
916,974422.3999999999,-14810.320479999998,0.0,3
524,973405.5999999999,-14794.865119999999,0.0,3
1967,972782.3999999999,-14785.392479999999,0.0,3
444,972224.7999999999,-14776.916959999999,0.0,3
1339,972224.7999999999,-14776.916959999999,0.0,3
1043,971896.7999999999,-14771.931359999999,0.0,3
1440,971699.9999999999,-14768.939999999999,0.0,3
239,971634.3999999999,-14767.942879999999,0.0,3
1683,971568.7999999999,-14766.945759999999,0.0,3
1784,970912.7999999999,-14756.974559999999,0.0,3
1381,970584.7999999999,-14751.988959999999,0.0,3
405,968944.7999999999,-14727.060959999999,0.0,3
1281,968846.3999999999,-14725.565279999999,0.0,3
1501,968813.5999999999,-14725.066719999999,0.0,3
1834,968747.9999999999,-14724.069599999999,0.0,3
518,968616.7999999999,-14722.075359999999,0.0,3
1261,968223.2,-14716.092639999999,0.0,3
1249,967304.7999999999,-14702.132959999999,0.0,3
533,966812.7999999999,-14694.654559999999,0.0,3
885,966320.7999999999,-14687.176159999999,0.0,3
117,965303.9999999999,-14671.7208,0.0,3
1819,965271.2,-14671.22224,0.0,3
1114,965172.7999999999,-14669.72656,0.0,3
136,965074.3999999999,-14668.23088,0.0,3
988,964713.5999999999,-14662.746719999997,0.0,3
1880,964516.7999999999,-14659.75536,0.0,3
65,964352.7999999999,-14657.26256,0.0,3
92,962778.3999999999,-14633.33168,0.0,3
983,962647.2,-14631.33744,0.0,3
606,962417.5999999999,-14627.847519999998,0.0,3
256,961761.5999999999,-14617.876319999998,0.0,3
1710,961630.3999999999,-14615.88208,0.0,3
150,961564.7999999999,-14614.88496,0.0,3
1466,961269.5999999999,-14610.397919999998,0.0,3
591,961269.5999999999,-14610.397919999998,0.0,3
1168,960974.3999999999,-14605.91088,0.0,3
179,960580.7999999999,-14599.92816,0.0,3
1516,960580.7999999999,-14599.92816,0.0,3
1556,960547.9999999999,-14599.429599999998,0.0,3
837,960547.9999999999,-14599.429599999998,0.0,3
1303,960351.2,-14596.43824,0.0,3
1905,960088.7999999999,-14592.44976,0.0,3
198,959990.3999999999,-14590.95408,0.0,3
1033,959924.7999999999,-14589.95696,0.0,3
609,959793.5999999999,-14587.962719999998,0.0,3
931,959465.5999999999,-14582.977119999998,0.0,3
1836,959399.9999999999,-14581.979999999998,0.0,3
496,959170.3999999999,-14578.49008,0.0,3
349,959170.3999999999,-14578.49008,0.0,3
1757,959039.2,-14576.49584,0.0,3
587,958776.7999999999,-14572.50736,0.0,3
1352,958711.2,-14571.51024,0.0,3
1450,958251.9999999999,-14564.530399999998,0.0,3
1570,958153.5999999999,-14563.034719999998,0.0,3
876,957891.2,-14559.04624,0.0,3
2,957792.7999999999,-14557.55056,0.0,3
793,957005.5999999999,-14545.585119999998,0.0,3
