id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
1462,1091944.7999999998,-16596.660959999997,0.0,4
1405,1088336.7999999998,-16541.819359999994,0.0,4
754,1088074.4,-16537.830879999998,0.0,4
77,1085384.7999999998,-16496.948959999994,0.0,4
803,1083220.0,-16464.043999999998,0.0,4
288,1082498.4,-16453.075679999998,0.0,4
1800,1082236.0,-16449.087199999998,0.0,4
1661,1079382.4,-16405.71248,0.0,4
34,1077644.0,-16379.2888,0.0,4
1077,1076397.5999999999,-16360.343519999999,0.0,4
1873,1075577.5999999999,-16347.879519999999,0.0,4
753,1071969.5999999999,-16293.037919999999,0.0,4
1924,1071412.0,-16284.5624,0.0,4
1824,1071182.4,-16281.072479999999,0.0,4
94,1070756.0,-16274.5912,0.0,4
457,1070264.0,-16267.1128,0.0,4
219,1069739.2,-16259.135839999999,0.0,4
624,1069444.0,-16254.6488,0.0,4
250,1069345.5999999999,-16253.153119999999,0.0,4
1346,1068624.0,-16242.1848,0.0,4
1918,1068066.4,-16233.70928,0.0,4
1749,1067344.7999999998,-16222.740959999997,0.0,4
1170,1065836.0,-16199.807200000001,0.0,4
430,1065704.7999999998,-16197.812959999997,0.0,4
743,1064819.2,-16184.35184,0.0,4
1328,1064163.2,-16174.38064,0.0,4
1460,1063441.5999999999,-16163.412319999998,0.0,4
1402,1063277.5999999999,-16160.919519999998,0.0,4
1296,1060292.7999999998,-16115.550559999998,0.0,4
1350,1059013.5999999999,-16096.106719999998,0.0,4
275,1058685.5999999999,-16091.121119999998,0.0,4
1413,1058488.7999999998,-16088.129759999998,0.0,4
1086,1056586.4,-16059.213279999998,0.0,4
1173,1056520.7999999998,-16058.216159999998,0.0,4
1775,1056422.4,-16056.720479999998,0.0,4
2061,1055766.4,-16046.749279999998,0.0,4
838,1055536.7999999998,-16043.259359999998,0.0,4
206,1055438.4,-16041.763679999998,0.0,4
137,1055438.4,-16041.763679999998,0.0,4
1541,1054815.2,-16032.29104,0.0,4
1227,1054224.7999999998,-16023.316959999998,0.0,4
1012,1054159.2,-16022.31984,0.0,4
90,1054093.5999999999,-16021.322719999998,0.0,4
1309,1053831.2,-16017.33424,0.0,4
1159,1051272.7999999998,-15978.446559999997,0.0,4
72,1051043.2,-15974.95664,0.0,4
975,1049468.7999999998,-15951.025759999997,0.0,4
1832,1048648.7999999998,-15938.561759999997,0.0,4
1088,1048386.3999999999,-15934.573279999999,0.0,4
991,1048320.7999999999,-15933.576159999999,0.0,4
1090,1048320.7999999999,-15933.576159999999,0.0,4
1292,1047861.5999999999,-15926.596319999999,0.0,4
1652,1047664.7999999999,-15923.604959999999,0.0,4
488,1047631.9999999999,-15923.106399999999,0.0,4
1373,1047008.7999999999,-15913.633759999999,0.0,4
945,1046844.7999999999,-15911.140959999999,0.0,4
1713,1046549.5999999999,-15906.653919999999,0.0,4
18,1045827.9999999999,-15895.685599999999,0.0,4
1241,1045729.5999999999,-15894.189919999999,0.0,4
698,1045663.9999999999,-15893.192799999999,0.0,4
230,1045631.2,-15892.694239999999,0.0,4
2052,1045598.3999999999,-15892.195679999999,0.0,4
1654,1045434.3999999999,-15889.702879999999,0.0,4
1900,1044122.3999999999,-15869.760479999999,0.0,4
1641,1044023.9999999999,-15868.264799999999,0.0,4
634,1043958.3999999999,-15867.267679999999,0.0,4
1412,1043531.9999999999,-15860.786399999999,0.0,4
1164,1043007.2,-15852.809439999999,0.0,4
339,1042908.7999999999,-15851.31376,0.0,4
236,1042777.5999999999,-15849.31952,0.0,4
154,1042547.9999999999,-15845.8296,0.0,4
368,1042187.2,-15840.34544,0.0,4
949,1041695.2,-15832.86704,0.0,4
755,1041662.3999999999,-15832.36848,0.0,4
1521,1040678.3999999999,-15817.41168,0.0,4
1238,1039661.5999999999,-15801.956319999998,0.0,4
1565,1039136.7999999999,-15793.97936,0.0,4
372,1038447.9999999999,-15783.5096,0.0,4
20,1036545.5999999999,-15754.593119999998,0.0,4
992,1036283.2,-15750.60464,0.0,4
622,1035955.2,-15745.61904,0.0,4
1933,1035266.3999999999,-15735.14928,0.0,4
1791,1035036.7999999999,-15731.65936,0.0,4
439,1034971.2,-15730.66224,0.0,4
1099,1034774.3999999999,-15727.67088,0.0,4
692,1034511.9999999999,-15723.682399999998,0.0,4
1991,1034315.2,-15720.69104,0.0,4
1671,1033527.9999999999,-15708.725599999998,0.0,4
1103,1033331.2,-15705.73424,0.0,4
2066,1033101.5999999999,-15702.244319999998,0.0,4
499,1032740.7999999999,-15696.76016,0.0,4
2023,1032707.9999999999,-15696.261599999998,0.0,4
1752,1032642.3999999999,-15695.26448,0.0,4
1971,1031559.9999999999,-15678.811999999998,0.0,4
1122,1031264.7999999999,-15674.32496,0.0,4
1094,1031100.7999999999,-15671.83216,0.0,4
1481,1031100.7999999999,-15671.83216,0.0,4
597,1030936.7999999999,-15669.33936,0.0,4
1398,1030739.9999999999,-15666.347999999998,0.0,4
1369,1030739.9999999999,-15666.347999999998,0.0,4
155,1030477.5999999999,-15662.359519999998,0.0,4
1904,1030411.9999999999,-15661.362399999998,0.0,4
120,1030149.5999999999,-15657.373919999998,0.0,4
519,1029985.5999999999,-15654.881119999998,0.0,4
1954,1028903.2,-15638.42864,0.0,4
1420,1028673.5999999999,-15634.938719999998,0.0,4
80,1028312.7999999999,-15629.45456,0.0,4
1158,1028148.7999999999,-15626.96176,0.0,4
1673,1027263.2,-15613.50064,0.0,4
2076,1027197.5999999999,-15612.503519999998,0.0,4
1990,1025918.3999999999,-15593.059679999998,0.0,4
106,1025754.3999999999,-15590.566879999998,0.0,4
685,1025459.2,-15586.07984,0.0,4
276,1024999.9999999999,-15579.099999999999,0.0,4
1441,1024048.7999999999,-15564.641759999999,0.0,4
1215,1023655.2,-15558.65904,0.0,4
1199,1023622.3999999999,-15558.160479999999,0.0,4
1597,1023458.3999999999,-15555.667679999999,0.0,4
84,1023195.9999999999,-15551.679199999999,0.0,4
1025,1022703.9999999999,-15544.200799999999,0.0,4
122,1022539.9999999999,-15541.707999999999,0.0,4
1239,1021818.3999999999,-15530.739679999999,0.0,4
117,1021490.3999999999,-15525.754079999999,0.0,4
1247,1021424.7999999999,-15524.756959999999,0.0,4
1881,1021096.7999999999,-15519.771359999999,0.0,4
184,1020571.9999999999,-15511.794399999999,0.0,4
1970,1020243.9999999999,-15506.808799999999,0.0,4
1659,1020145.5999999999,-15505.313119999999,0.0,4
1295,1019981.5999999999,-15502.820319999999,0.0,4
79,1019915.9999999999,-15501.823199999999,0.0,4
287,1019489.5999999999,-15495.341919999999,0.0,4
1734,1019161.5999999999,-15490.356319999999,0.0,4
880,1019128.7999999999,-15489.857759999999,0.0,4
363,1019095.9999999999,-15489.359199999999,0.0,4
1315,1018800.7999999999,-15484.872159999999,0.0,4
1820,1018505.5999999999,-15480.385119999999,0.0,4
262,1018439.9999999999,-15479.387999999999,0.0,4
633,1017882.3999999999,-15470.912479999999,0.0,4
283,1017455.9999999999,-15464.431199999999,0.0,4
789,1017324.7999999999,-15462.436959999999,0.0,4
199,1017160.7999999999,-15459.94416,0.0,4
1962,1016078.3999999999,-15443.49168,0.0,4
2071,1016012.7999999999,-15442.49456,0.0,4
1973,1015291.2,-15431.52624,0.0,4
396,1014963.2,-15426.54064,0.0,4
1770,1014503.9999999999,-15419.5608,0.0,4
474,1014241.5999999999,-15415.572319999997,0.0,4
1290,1013880.7999999999,-15410.08816,0.0,4
1401,1013716.7999999999,-15407.59536,0.0,4
1289,1013191.9999999999,-15399.6184,0.0,4
429,1013060.7999999999,-15397.62416,0.0,4
544,1012929.5999999999,-15395.629919999998,0.0,4
515,1012896.7999999999,-15395.13136,0.0,4
605,1012273.5999999999,-15385.658719999998,0.0,4
195,1011814.3999999999,-15378.67888,0.0,4
225,1011322.3999999999,-15371.20048,0.0,4
1548,1010699.2,-15361.72784,0.0,4
1218,1010075.9999999999,-15352.255199999998,0.0,4
1205,1009518.3999999999,-15343.77968,0.0,4
2041,1009485.5999999999,-15343.281119999998,0.0,4
702,1009091.9999999999,-15337.298399999998,0.0,4
1511,1008632.7999999999,-15330.31856,0.0,4
2057,1008337.5999999999,-15325.831519999998,0.0,4
344,1008271.9999999999,-15324.834399999998,0.0,4
428,1007911.2,-15319.35024,0.0,4
82,1007747.2,-15316.85744,0.0,4
1133,1007419.2,-15311.87184,0.0,4
600,1007353.5999999999,-15310.874719999998,0.0,4
1605,1007123.9999999999,-15307.384799999998,0.0,4
1043,1007058.3999999999,-15306.38768,0.0,4
944,1006992.7999999999,-15305.39056,0.0,4
843,1006467.9999999999,-15297.413599999998,0.0,4
260,1006336.7999999999,-15295.41936,0.0,4
1946,1005943.2,-15289.43664,0.0,4
1180,1005943.2,-15289.43664,0.0,4
932,1005647.9999999999,-15284.949599999998,0.0,4
909,1005188.7999999999,-15277.96976,0.0,4
821,1004663.9999999999,-15269.992799999998,0.0,4
347,1003876.7999999999,-15258.02736,0.0,4
1756,1003548.7999999999,-15253.04176,0.0,4
69,1003155.2,-15247.05904,0.0,4
2051,1002531.9999999999,-15237.586399999998,0.0,4
721,1002433.5999999999,-15236.090719999998,0.0,4
1640,1002236.7999999999,-15233.09936,0.0,4
889,1001711.9999999999,-15225.122399999998,0.0,4
1019,1001285.5999999999,-15218.641119999998,0.0,4
114,1000793.5999999999,-15211.162719999998,0.0,4
585,1000235.9999999999,-15202.687199999998,0.0,4
174,1000203.2,-15202.18864,0.0,4
1642,1000104.7999999999,-15200.692959999998,0.0,4
379,999481.5999999999,-15191.220319999999,0.0,4
251,998825.5999999999,-15181.249119999999,0.0,4
1847,998431.9999999999,-15175.266399999999,0.0,4
1780,998366.3999999999,-15174.269279999999,0.0,4
716,997579.2,-15162.30384,0.0,4
451,997513.5999999999,-15161.306719999999,0.0,4
1784,997152.7999999999,-15155.822559999999,0.0,4
1362,996791.9999999999,-15150.338399999999,0.0,4
423,996693.5999999999,-15148.842719999999,0.0,4
1154,996463.9999999999,-15145.352799999999,0.0,4
1728,995939.2,-15137.375839999999,0.0,4
1819,995479.9999999999,-15130.395999999999,0.0,4
983,994167.9999999999,-15110.453599999999,0.0,4
1920,993380.7999999999,-15098.488159999999,0.0,4
444,993118.3999999999,-15094.499679999999,0.0,4
2000,992659.2,-15087.519839999999,0.0,4
1131,992298.3999999999,-15082.035679999999,0.0,4
1720,992134.3999999999,-15079.542879999999,0.0,4
405,991904.7999999999,-15076.052959999999,0.0,4
140,990887.9999999999,-15060.5976,0.0,4
916,990822.3999999999,-15059.60048,0.0,4
1695,989707.2,-15042.64944,0.0,4
840,988919.9999999999,-15030.684,0.0,4
1925,987476.7999999999,-15008.74736,0.0,4
1368,987148.7999999999,-15003.76176,0.0,4
922,987017.5999999999,-15001.767519999998,0.0,4
547,986623.9999999999,-14995.7848,0.0,4
92,985738.3999999999,-14982.32368,0.0,4
3,984655.9999999999,-14965.871199999998,0.0,4
563,984032.7999999999,-14956.39856,0.0,4
1022,983737.5999999999,-14951.911519999998,0.0,4
1029,983015.9999999999,-14940.943199999998,0.0,4
1501,982622.3999999999,-14934.96048,0.0,4
252,982491.2,-14932.96624,0.0,4
1556,982392.7999999999,-14931.47056,0.0,4
885,982359.9999999999,-14930.971999999998,0.0,4
709,982327.2,-14930.47344,0.0,4
645,982195.9999999999,-14928.479199999998,0.0,4
782,981736.7999999999,-14921.49936,0.0,4
496,980949.5999999999,-14909.533919999998,0.0,4
988,980752.7999999999,-14906.54256,0.0,4
910,980523.2,-14903.05264,0.0,4
2072,980490.3999999999,-14902.554079999998,0.0,4
1098,979768.7999999999,-14891.58576,0.0,4
1014,979112.7999999999,-14881.61456,0.0,4
307,979014.3999999999,-14880.118879999998,0.0,4
1757,979014.3999999999,-14880.118879999998,0.0,4
533,978948.7999999999,-14879.12176,0.0,4
1834,978653.5999999999,-14874.634719999998,0.0,4
217,978391.2,-14870.64624,0.0,4
1888,978259.9999999999,-14868.651999999998,0.0,4
135,977997.5999999999,-14864.663519999998,0.0,4
2081,977767.9999999999,-14861.173599999998,0.0,4
1030,977636.7999999999,-14859.17936,0.0,4
841,977571.2,-14858.18224,0.0,4
1003,977210.3999999999,-14852.698079999998,0.0,4
1838,977046.3999999999,-14850.205279999998,0.0,4
542,976160.7999999999,-14836.744159999998,0.0,4
2013,976127.9999999999,-14836.245599999998,0.0,4
198,975963.9999999999,-14833.752799999998,0.0,4
118,975635.9999999999,-14828.767199999998,0.0,4
1929,975275.2,-14823.28304,0.0,4
1435,975045.5999999999,-14819.793119999998,0.0,4
906,974914.3999999999,-14817.798879999998,0.0,4
1880,974389.5999999999,-14809.821919999998,0.0,4
1686,974323.9999999999,-14808.824799999999,0.0,4
1419,973766.3999999999,-14800.349279999999,0.0,4
1169,973438.3999999999,-14795.363679999999,0.0,4
2036,973372.7999999999,-14794.366559999999,0.0,4
1516,973274.3999999999,-14792.870879999999,0.0,4
744,972552.7999999999,-14781.902559999999,0.0,4
1860,971995.2,-14773.42704,0.0,4
659,971962.3999999999,-14772.928479999999,0.0,4
677,970945.5999999999,-14757.473119999999,0.0,4
1683,969895.9999999999,-14741.519199999999,0.0,4
1479,969567.9999999999,-14736.533599999999,0.0,4
1956,969338.3999999999,-14733.043679999999,0.0,4
1619,968747.9999999999,-14724.069599999999,0.0,4
1985,968682.3999999999,-14723.072479999999,0.0,4
867,968649.5999999999,-14722.573919999999,0.0,4
844,968452.7999999999,-14719.582559999999,0.0,4
1534,968223.2,-14716.092639999999,0.0,4
166,968157.5999999999,-14715.095519999999,0.0,4
9,968157.5999999999,-14715.095519999999,0.0,4
1495,968124.7999999999,-14714.596959999999,0.0,4
876,968059.2,-14713.599839999999,0.0,4
1281,967960.7999999999,-14712.104159999999,0.0,4
14,967337.5999999999,-14702.631519999999,0.0,4
1393,967239.2,-14701.135839999999,0.0,4
1406,966714.3999999999,-14693.158879999999,0.0,4
1426,966255.2,-14686.179039999999,0.0,4
116,965500.7999999999,-14674.71216,0.0,4
1051,965435.2,-14673.71504,0.0,4
1620,964975.9999999999,-14666.7352,0.0,4
1987,964647.9999999999,-14661.7496,0.0,4
1046,964516.7999999999,-14659.75536,0.0,4
464,964188.7999999999,-14654.76976,0.0,4
1758,964123.2,-14653.77264,0.0,4
1902,964057.5999999999,-14652.775519999997,0.0,4
65,963991.9999999999,-14651.7784,0.0,4
1039,963795.2,-14648.78704,0.0,4
1629,963335.9999999999,-14641.8072,0.0,4
518,963303.2,-14641.30864,0.0,4
1430,962909.5999999999,-14635.325919999997,0.0,4
322,962417.5999999999,-14627.847519999998,0.0,4
136,962286.3999999999,-14625.85328,0.0,4
