id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
1873,1100341.5999999999,-16724.292319999997,0.0,17
1661,1094142.4,-16630.064479999997,0.0,17
1012,1092535.2,-16605.635039999997,0.0,17
439,1085155.2,-16493.459039999998,0.0,17
1541,1082137.5999999999,-16447.591519999998,0.0,17
1309,1080038.4,-16415.68368,0.0,17
838,1077873.5999999999,-16382.778719999998,0.0,17
743,1077840.7999999998,-16382.280159999997,0.0,17
1641,1075872.7999999998,-16352.366559999997,0.0,17
457,1073412.7999999998,-16314.974559999997,0.0,17
1713,1073314.4,-16313.478879999999,0.0,17
339,1073248.7999999998,-16312.481759999997,0.0,17
2066,1070460.7999999998,-16270.104159999997,0.0,17
1460,1069936.0,-16262.1272,0.0,17
1824,1068525.5999999999,-16240.68912,0.0,17
1296,1067410.4,-16223.73808,0.0,17
288,1066688.7999999998,-16212.769759999997,0.0,17
1025,1065376.7999999998,-16192.827359999997,0.0,17
1565,1063605.5999999999,-16165.905119999998,0.0,17
368,1063146.4,-16158.92528,0.0,17
1180,1063146.4,-16158.92528,0.0,17
1652,1062884.0,-16154.9368,0.0,17
120,1061801.5999999999,-16138.484319999998,0.0,17
1900,1060883.2,-16124.52464,0.0,17
1290,1060653.5999999999,-16121.034719999998,0.0,17
1238,1059046.4,-16096.60528,0.0,17
622,1057308.0,-16070.1816,0.0,17
137,1056553.5999999999,-16058.714719999998,0.0,17
1918,1056324.0,-16055.2248,0.0,17
2052,1056192.7999999998,-16053.230559999998,0.0,17
1597,1055340.0,-16040.268,0.0,17
1671,1055274.4,-16039.270879999998,0.0,17
754,1054848.0,-16032.7896,0.0,17
1924,1054618.4,-16029.299679999998,0.0,17
250,1053962.4,-16019.328479999998,0.0,17
1094,1053306.4,-16009.357279999998,0.0,17
262,1053109.5999999999,-16006.365919999998,0.0,17
1970,1052781.5999999999,-16001.380319999998,0.0,17
803,1052322.4,-15994.400479999998,0.0,17
1654,1052322.4,-15994.400479999998,0.0,17
692,1050616.7999999998,-15968.475359999997,0.0,17
488,1049993.5999999999,-15959.002719999999,0.0,17
1971,1049993.5999999999,-15959.002719999999,0.0,17
1749,1049665.5999999999,-15954.017119999999,0.0,17
1292,1048583.2,-15937.56464,0.0,17
1954,1048058.3999999999,-15929.587679999999,0.0,17
1122,1047795.9999999999,-15925.599199999999,0.0,17
821,1047402.3999999999,-15919.616479999999,0.0,17
347,1046713.5999999999,-15909.146719999999,0.0,17
1090,1046680.7999999999,-15908.648159999999,0.0,17
154,1046057.5999999999,-15899.175519999999,0.0,17
1401,1044975.2,-15882.723039999999,0.0,17
1227,1044515.9999999999,-15875.743199999999,0.0,17
1328,1044155.2,-15870.259039999999,0.0,17
519,1044155.2,-15870.259039999999,0.0,17
1103,1043728.7999999999,-15863.777759999999,0.0,17
1462,1042416.7999999999,-15843.83536,0.0,17
932,1042154.3999999999,-15839.84688,0.0,17
1159,1042088.7999999999,-15838.84976,0.0,17
90,1041793.5999999999,-15834.362719999997,0.0,17
1099,1041662.3999999999,-15832.36848,0.0,17
94,1041137.5999999999,-15824.391519999997,0.0,17
1605,1041137.5999999999,-15824.391519999997,0.0,17
1791,1041039.2,-15822.89584,0.0,17
275,1040055.2,-15807.93904,0.0,17
753,1039431.9999999999,-15798.4664,0.0,17
72,1039333.5999999999,-15796.970719999998,0.0,17
605,1039038.3999999999,-15792.48368,0.0,17
430,1038874.3999999999,-15789.99088,0.0,17
2076,1037332.7999999999,-15766.55856,0.0,17
1800,1036840.7999999999,-15759.08016,0.0,17
1405,1036315.9999999999,-15751.103199999998,0.0,17
1154,1034708.7999999999,-15726.67376,0.0,17
949,1034675.9999999999,-15726.175199999998,0.0,17
1170,1034643.2,-15725.67664,0.0,17
1173,1034315.2,-15720.69104,0.0,17
1088,1034249.5999999999,-15719.693919999998,0.0,17
2023,1034249.5999999999,-15719.693919999998,0.0,17
34,1033626.3999999999,-15710.22128,0.0,17
1412,1033232.7999999999,-15704.23856,0.0,17
685,1033101.5999999999,-15702.244319999998,0.0,17
106,1033003.2,-15700.74864,0.0,17
1215,1032871.9999999999,-15698.754399999998,0.0,17
1346,1032707.9999999999,-15696.261599999998,0.0,17
236,1032707.9999999999,-15696.261599999998,0.0,17
515,1032511.2,-15693.27024,0.0,17
709,1032347.2,-15690.77744,0.0,17
597,1031920.7999999999,-15684.29616,0.0,17
1402,1031527.2,-15678.31344,0.0,17
174,1030707.2,-15665.84944,0.0,17
1350,1030575.9999999999,-15663.855199999998,0.0,17
363,1030411.9999999999,-15661.362399999998,0.0,17
77,1030149.5999999999,-15657.373919999998,0.0,17
1734,1029755.9999999999,-15651.391199999998,0.0,17
1832,1029591.9999999999,-15648.898399999998,0.0,17
1673,1029427.9999999999,-15646.405599999998,0.0,17
1164,1028575.2,-15633.44304,0.0,17
287,1027623.9999999999,-15618.984799999998,0.0,17
624,1027492.7999999999,-15616.990559999998,0.0,17
118,1027427.2,-15615.99344,0.0,17
1241,1027230.3999999999,-15613.002079999998,0.0,17
230,1026443.2,-15601.03664,0.0,17
721,1026246.3999999999,-15598.045279999998,0.0,17
219,1025918.3999999999,-15593.059679999998,0.0,17
18,1025623.2,-15588.57264,0.0,17
840,1025262.3999999999,-15583.088479999999,0.0,17
1077,1025131.2,-15581.09424,0.0,17
1752,1024639.2,-15573.61584,0.0,17
1770,1024573.5999999999,-15572.618719999999,0.0,17
140,1024212.7999999999,-15567.134559999999,0.0,17
992,1023655.2,-15558.65904,0.0,17
1413,1023228.7999999999,-15552.177759999999,0.0,17
1990,1023031.9999999999,-15549.186399999999,0.0,17
633,1022736.7999999999,-15544.699359999999,0.0,17
983,1022605.5999999999,-15542.705119999999,0.0,17
1369,1022572.7999999999,-15542.206559999999,0.0,17
1881,1022244.7999999999,-15537.220959999999,0.0,17
1362,1021883.9999999999,-15531.736799999999,0.0,17
82,1021818.3999999999,-15530.739679999999,0.0,17
789,1021785.5999999999,-15530.241119999999,0.0,17
1086,1021555.9999999999,-15526.751199999999,0.0,17
1199,1020899.9999999999,-15516.779999999999,0.0,17
1775,1020571.9999999999,-15511.794399999999,0.0,17
1962,1019948.7999999999,-15502.321759999999,0.0,17
1640,1018669.5999999999,-15482.877919999999,0.0,17
702,1018013.5999999999,-15472.906719999999,0.0,17
225,1017980.7999999999,-15472.408159999999,0.0,17
880,1016668.7999999999,-15452.46576,0.0,17
945,1015750.3999999999,-15438.50608,0.0,17
1158,1014733.5999999999,-15423.050719999997,0.0,17
80,1014143.2,-15414.07664,0.0,17
1946,1013519.9999999999,-15404.604,0.0,17
2061,1013159.2,-15399.11984,0.0,17
260,1012995.2,-15396.62704,0.0,17
276,1012896.7999999999,-15395.13136,0.0,17
1933,1012863.9999999999,-15394.6328,0.0,17
1642,1012240.7999999999,-15385.16016,0.0,17
283,1012175.2,-15384.16304,0.0,17
1373,1012011.2,-15381.67024,0.0,17
1902,1011748.7999999999,-15377.68176,0.0,17
910,1011617.5999999999,-15375.687519999998,0.0,17
1131,1011387.9999999999,-15372.197599999998,0.0,17
251,1011355.2,-15371.69904,0.0,17
122,1011223.9999999999,-15369.704799999998,0.0,17
975,1010403.9999999999,-15357.240799999998,0.0,17
1904,1009354.3999999999,-15341.28688,0.0,17
585,1009190.3999999999,-15338.79408,0.0,17
451,1008960.7999999999,-15335.30416,0.0,17
1051,1008632.7999999999,-15330.31856,0.0,17
645,1006992.7999999999,-15305.39056,0.0,17
1019,1006828.7999999999,-15302.89776,0.0,17
1920,1006664.7999999999,-15300.40496,0.0,17
1043,1006664.7999999999,-15300.40496,0.0,17
1521,1006172.7999999999,-15292.92656,0.0,17
195,1005877.5999999999,-15288.439519999998,0.0,17
184,1005516.7999999999,-15282.95536,0.0,17
499,1005188.7999999999,-15277.96976,0.0,17
1780,1004762.3999999999,-15271.488479999998,0.0,17
217,1004598.3999999999,-15268.995679999998,0.0,17
