id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
1180,1095290.4,-16647.514079999997,0.0,1
250,1094700.0,-16638.539999999997,0.0,1
1873,1091190.4,-16585.194079999997,0.0,1
1954,1089320.7999999998,-16556.776159999994,0.0,1
34,1089288.0,-16556.277599999998,0.0,1
1749,1089255.2,-16555.779039999998,0.0,1
1652,1084171.2,-16478.502239999998,0.0,1
803,1080694.4,-16425.65488,0.0,1
1077,1079907.2,-16413.68944,0.0,1
499,1078824.7999999998,-16397.236959999995,0.0,1
1159,1078595.2,-16393.74704,0.0,1
1671,1077873.5999999999,-16382.778719999998,0.0,1
2052,1077447.2,-16376.29744,0.0,1
1900,1077283.2,-16373.80464,0.0,1
82,1075676.0,-16349.3752,0.0,1
90,1075085.5999999999,-16340.401119999999,0.0,1
1346,1073183.2,-16311.484639999999,0.0,1
1800,1070296.7999999998,-16267.611359999997,0.0,1
488,1070034.4,-16263.622879999999,0.0,1
1309,1068755.2,-16244.179039999999,0.0,1
1565,1067968.0,-16232.213600000001,0.0,1
992,1067935.2,-16231.71504,0.0,1
77,1067804.0,-16229.720800000001,0.0,1
439,1065606.4,-16196.31728,0.0,1
519,1064720.7999999998,-16182.856159999998,0.0,1
754,1062424.7999999998,-16147.956959999998,0.0,1
1405,1062293.5999999999,-16145.962719999998,0.0,1
363,1062162.4,-16143.96848,0.0,1
597,1061408.0,-16132.5016,0.0,1
743,1060916.0,-16125.0232,0.0,1
1460,1060063.2,-16112.06064,0.0,1
275,1059768.0,-16107.5736,0.0,1
1373,1058882.4,-16094.11248,0.0,1
838,1058193.5999999999,-16083.642719999998,0.0,1
1025,1058128.0,-16082.6456,0.0,1
430,1057668.7999999998,-16075.665759999998,0.0,1
1605,1057308.0,-16070.1816,0.0,1
154,1055044.7999999998,-16035.780959999998,0.0,1
94,1054979.2,-16034.78384,0.0,1
1918,1053536.0,-16012.8472,0.0,1
1824,1052912.7999999998,-16003.374559999998,0.0,1
1296,1052847.2,-16002.37744,0.0,1
1462,1052748.7999999998,-16000.881759999998,0.0,1
1734,1052486.4,-15996.893279999998,0.0,1
1402,1051961.5999999999,-15988.916319999998,0.0,1
605,1051272.7999999998,-15978.446559999997,0.0,1
1227,1051174.4,-15976.950879999999,0.0,1
106,1051076.0,-15975.4552,0.0,1
1154,1050420.0,-15965.484,0.0,1
1713,1050288.7999999998,-15963.489759999997,0.0,1
1328,1049731.2,-15955.01424,0.0,1
1412,1048386.3999999999,-15934.573279999999,0.0,1
1832,1048320.7999999999,-15933.576159999999,0.0,1
368,1048123.9999999999,-15930.584799999999,0.0,1
72,1046713.5999999999,-15909.146719999999,0.0,1
991,1046319.9999999999,-15903.163999999999,0.0,1
1199,1045893.5999999999,-15896.682719999999,0.0,1
155,1045860.7999999999,-15896.184159999999,0.0,1
1597,1045171.9999999999,-15885.714399999999,0.0,1
1661,1044909.5999999999,-15881.725919999999,0.0,1
288,1044811.2,-15880.230239999999,0.0,1
