id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
94,1094273.5999999999,-16632.058719999997,0.0,29
1090,1089058.4,-16552.787679999998,0.0,29
1309,1087287.2,-16525.865439999998,0.0,29
1565,1083646.4,-16470.525279999998,0.0,29
1962,1081088.0,-16431.6376,0.0,29
519,1080694.4,-16425.65488,0.0,29
1824,1079513.5999999999,-16407.706719999995,0.0,29
1749,1079448.0,-16406.7096,0.0,29
72,1077972.0,-16384.2744,0.0,29
1346,1077447.2,-16376.29744,0.0,29
1661,1076660.0,-16364.332,0.0,29
1652,1074232.7999999998,-16327.438559999997,0.0,29
1918,1072527.2,-16301.513439999999,0.0,29
1462,1070952.7999999998,-16277.582559999997,0.0,29
1373,1070362.4,-16268.608479999999,0.0,29
743,1069837.5999999999,-16260.631519999999,0.0,29
1103,1069509.5999999999,-16255.645919999999,0.0,29
77,1068427.2,-16239.19344,0.0,29
219,1068164.7999999998,-16235.204959999997,0.0,29
838,1065245.5999999999,-16190.833119999998,0.0,29
945,1065180.0,-16189.836000000001,0.0,29
1173,1064622.4,-16181.36048,0.0,29
1900,1063507.2,-16164.40944,0.0,29
1713,1063212.0,-16159.9224,0.0,29
1180,1063146.4,-16158.92528,0.0,29
457,1062588.7999999998,-16150.449759999998,0.0,29
1413,1061965.5999999999,-16140.977119999998,0.0,29
1159,1060981.5999999999,-16126.020319999998,0.0,29
363,1060358.4,-16116.54768,0.0,29
262,1059866.4,-16109.06928,0.0,29
34,1059571.2,-16104.58224,0.0,29
275,1059440.0,-16102.588,0.0,29
1077,1059407.2,-16102.08944,0.0,29
1405,1058816.7999999998,-16093.115359999998,0.0,29
975,1058390.4,-16086.63408,0.0,29
1088,1058324.7999999998,-16085.636959999998,0.0,29
1734,1056291.2,-16054.72624,0.0,29
702,1056028.7999999998,-16050.737759999998,0.0,29
2052,1054356.0,-16025.3112,0.0,29
1164,1053896.7999999998,-16018.331359999998,0.0,29
880,1052781.5999999999,-16001.380319999998,0.0,29
803,1052453.5999999999,-15996.394719999998,0.0,29
90,1052256.7999999998,-15993.403359999997,0.0,29
288,1051928.7999999998,-15988.417759999997,0.0,29
1170,1051699.2,-15984.92784,0.0,29
1227,1051305.5999999999,-15978.945119999998,0.0,29
137,1051010.4,-15974.458079999999,0.0,29
622,1050321.5999999999,-15963.988319999999,0.0,29
840,1049534.4,-15952.022879999999,0.0,29
1873,1048812.7999999998,-15941.054559999997,0.0,29
624,1048714.4,-15939.558879999999,0.0,29
1954,1047795.9999999999,-15925.599199999999,0.0,29
499,1047467.9999999999,-15920.613599999999,0.0,29
605,1047172.7999999999,-15916.126559999999,0.0,29
154,1047139.9999999999,-15915.627999999999,0.0,29
1460,1046155.9999999999,-15900.671199999999,0.0,29
339,1046024.7999999999,-15898.676959999999,0.0,29
122,1045696.7999999999,-15893.691359999999,0.0,29
698,1044548.7999999999,-15876.241759999999,0.0,29
1086,1044483.2,-15875.244639999999,0.0,29
1521,1044351.9999999999,-15873.250399999999,0.0,29
1199,1044319.2,-15872.751839999999,0.0,29
949,1043695.9999999999,-15863.279199999999,0.0,29
1752,1042974.3999999999,-15852.310879999999,0.0,29
1402,1042515.2,-15845.33104,0.0,29
236,1042187.2,-15840.34544,0.0,29
1671,1041301.5999999999,-15826.884319999997,0.0,29
597,1040875.2,-15820.40304,0.0,29
1541,1040743.9999999999,-15818.4088,0.0,29
2051,1040579.9999999999,-15815.916,0.0,29
1025,1040579.9999999999,-15815.916,0.0,29
1641,1040514.3999999999,-15814.91888,0.0,29
1832,1039431.9999999999,-15798.4664,0.0,29
1800,1038907.2,-15790.48944,0.0,29
1420,1038185.5999999999,-15779.521119999998,0.0,29
250,1038119.9999999999,-15778.524,0.0,29
206,1037955.9999999999,-15776.0312,0.0,29
1904,1037201.5999999999,-15764.564319999998,0.0,29
753,1036873.5999999999,-15759.578719999998,0.0,29
2066,1036611.2,-15755.59024,0.0,29
1094,1036578.3999999999,-15755.09168,0.0,29
889,1036512.7999999999,-15754.09456,0.0,29
2023,1036151.9999999999,-15748.610399999998,0.0,29
1791,1035659.9999999999,-15741.131999999998,0.0,29
1412,1035233.5999999999,-15734.650719999998,0.0,29
1654,1033495.2,-15708.22704,0.0,29
1597,1032543.9999999999,-15693.768799999998,0.0,29
721,1031855.2,-15683.29904,0.0,29
789,1031658.3999999999,-15680.307679999998,0.0,29
1215,1031625.5999999999,-15679.809119999998,0.0,29
439,1031527.2,-15678.31344,0.0,29
174,1030707.2,-15665.84944,0.0,29
1292,1029919.9999999999,-15653.883999999998,0.0,29
1673,1029263.9999999999,-15643.912799999998,0.0,29
1290,1029001.5999999999,-15639.924319999998,0.0,29
754,1028673.5999999999,-15634.938719999998,0.0,29
944,1027295.9999999999,-15613.999199999998,0.0,29
1481,1026738.3999999999,-15605.523679999998,0.0,29
2076,1026213.5999999999,-15597.546719999998,0.0,29
1362,1026115.2,-15596.05104,0.0,29
1296,1026016.7999999999,-15594.555359999998,0.0,29
82,1025655.9999999999,-15589.071199999998,0.0,29
120,1025590.3999999999,-15588.074079999999,0.0,29
199,1025590.3999999999,-15588.074079999999,0.0,29
1238,1025590.3999999999,-15588.074079999999,0.0,29
1847,1024179.9999999999,-15566.635999999999,0.0,29
184,1023884.7999999999,-15562.148959999999,0.0,29
287,1023425.5999999999,-15555.169119999999,0.0,29
1990,1023130.3999999999,-15550.682079999999,0.0,29
2000,1022736.7999999999,-15544.699359999999,0.0,29
1398,1022703.9999999999,-15544.200799999999,0.0,29
755,1022638.3999999999,-15543.203679999999,0.0,29
225,1022375.9999999999,-15539.215199999999,0.0,29
368,1022244.7999999999,-15537.220959999999,0.0,29
1756,1022080.7999999999,-15534.728159999999,0.0,29
1881,1021555.9999999999,-15526.751199999999,0.0,29
932,1021424.7999999999,-15524.756959999999,0.0,29
821,1021391.9999999999,-15524.258399999999,0.0,29
1770,1020309.5999999999,-15507.805919999999,0.0,29
2061,1019325.5999999999,-15492.849119999999,0.0,29
155,1019063.2,-15488.860639999999,0.0,29
1479,1018767.9999999999,-15484.373599999999,0.0,29
1328,1018341.5999999999,-15477.892319999999,0.0,29
1605,1018243.2,-15476.396639999999,0.0,29
430,1018210.3999999999,-15475.898079999999,0.0,29
1991,1018177.5999999999,-15475.399519999999,0.0,29
692,1018013.5999999999,-15472.906719999999,0.0,29
2071,1017193.5999999999,-15460.44272,0.0,29
992,1017193.5999999999,-15460.44272,0.0,29
283,1017160.7999999999,-15459.94416,0.0,29
1775,1016996.7999999999,-15457.45136,0.0,29
1247,1016471.9999999999,-15449.4744,0.0,29
1946,1016012.7999999999,-15442.49456,0.0,29
106,1015619.2,-15436.51184,0.0,29
276,1014963.2,-15426.54064,0.0,29
1122,1014471.2,-15419.06224,0.0,29
488,1014438.3999999999,-15418.56368,0.0,29
1933,1013093.5999999999,-15398.122719999998,0.0,29
645,1012896.7999999999,-15395.13136,0.0,29
634,1012601.5999999999,-15390.644319999998,0.0,29
1401,1012339.2,-15386.65584,0.0,29
544,1011289.5999999999,-15370.701919999998,0.0,29
230,1011027.2,-15366.71344,0.0,29
1860,1010961.5999999999,-15365.716319999998,0.0,29
79,1010895.9999999999,-15364.719199999998,0.0,29
991,1010535.2,-15359.23504,0.0,29
