,id_tienda,id_producto,venta_tienda
0,1,1,0
1,1,2,26
2,1,3,17
3,1,4,32
4,1,5,1
5,1,6,5
6,1,7,17
7,1,8,23
8,1,9,21
9,1,10,5
10,1,11,12
11,1,12,57
12,1,13,50
13,1,14,5
14,1,15,40
15,1,16,17
16,1,17,12
17,1,18,5
18,1,19,22
19,1,20,2
20,1,21,20
21,1,22,1
22,1,23,29
23,1,24,18
24,1,25,12
25,1,26,1
26,1,27,0
27,1,28,11
28,1,29,19
29,1,30,16
30,1,31,40
31,1,32,16
32,1,33,5
33,1,34,20
34,1,35,16
35,1,36,14
36,1,37,38
37,1,38,27
38,1,39,2
39,1,40,40
40,1,41,37
41,1,42,26
42,1,43,35
43,1,44,51
44,1,45,56
45,1,46,10
46,1,47,30
47,1,48,37
48,1,49,10
49,1,50,32
50,1,51,54
51,1,52,36
52,1,53,23
53,1,54,9
54,1,55,26
55,1,56,18
56,1,57,27
57,1,58,19
58,1,59,3
59,1,60,16
60,1,61,42
61,1,62,33
62,1,63,53
63,1,64,16
64,1,65,27
65,1,66,22
66,1,67,37
67,1,68,24
68,1,69,24
69,1,70,51
70,1,71,18
71,1,72,42
72,1,73,48
73,1,74,29
74,1,75,8
75,1,76,16
76,1,77,18
77,1,78,17
78,1,79,11
79,1,80,47
80,1,81,45
81,1,82,40
82,1,83,27
83,1,84,8
84,1,85,28
85,1,86,16
86,1,87,44
87,1,88,3
88,1,89,32
89,1,90,7
90,1,91,40
91,1,92,0
92,1,93,15
93,1,94,8
94,1,95,27
95,1,96,18
96,1,97,17
97,1,98,6
98,1,99,54
99,1,100,10
100,1,101,12
101,1,102,1
102,1,103,19
103,1,104,16
104,1,105,0
105,1,106,23
106,1,107,56
107,1,108,0
108,1,109,25
109,1,110,3
110,1,111,18
111,1,112,44
112,1,113,27
113,1,114,23
114,1,115,37
115,1,116,13
116,1,117,51
117,1,118,21
118,1,119,0
119,1,120,2
120,1,121,16
121,1,122,21
122,1,123,0
123,1,124,13
124,1,125,17
125,1,126,13
126,1,127,21
127,1,128,40
128,1,129,47
129,1,130,0
130,1,131,20
131,1,132,13
132,1,133,27
133,1,134,0
134,1,135,29
135,1,136,34
136,1,137,26
137,1,138,17
138,1,139,21
139,1,140,33
140,1,141,16
141,1,142,38
142,1,143,8
143,1,144,0
144,1,145,29
145,1,146,13
146,1,147,2
147,1,148,20
148,1,149,11
149,1,150,21
150,1,151,16
151,1,152,12
152,1,153,4
153,1,154,29
154,1,155,40
155,1,156,31
156,1,157,11
157,1,158,44
158,1,159,13
159,1,160,8
160,1,161,40
161,1,162,40
162,1,163,8
163,1,164,32
164,1,165,8
165,1,166,18
166,1,167,15
167,1,168,4
168,1,169,8
169,1,170,40
170,1,171,6
171,1,172,50
172,1,173,18
173,1,174,10
174,1,175,44
175,1,176,43
176,1,177,47
177,1,178,13
178,1,179,18
179,1,180,16
180,1,181,45
181,1,182,49
182,1,183,20
183,1,184,37
184,1,185,22
185,1,186,13
186,1,187,27
187,1,188,16
188,1,189,25
189,1,190,18
190,1,191,44
191,1,192,31
192,1,193,21
193,1,194,4
194,1,195,0
195,1,196,23
196,1,197,11
197,1,198,41
198,1,199,5
199,1,200,46
200,1,201,21
201,1,202,17
202,1,203,29
203,1,204,10
204,1,205,40
205,1,206,0
206,1,207,6
207,1,208,34
208,1,209,8
209,1,210,13
210,1,211,41
211,1,212,47
212,1,213,32
213,1,214,32
214,1,215,21
215,1,216,31
216,1,217,42
217,1,218,47
218,1,219,2
219,1,220,27
220,1,221,8
221,1,222,31
222,1,223,21
223,1,224,18
224,1,225,47
225,1,226,5
226,1,227,9
227,1,228,1
228,1,229,1
229,1,230,9
230,1,231,18
231,1,232,29
232,1,233,18
233,1,234,4
234,1,235,26
235,1,236,37
236,1,237,9
237,1,238,27
238,1,239,40
239,1,240,37
240,1,241,39
241,1,242,18
242,1,243,32
243,1,244,17
244,1,245,15
245,1,246,8
246,1,247,1
247,1,248,36
248,1,249,3
249,1,250,24
250,1,251,16
251,1,252,29
252,1,253,5
253,1,254,51
254,1,255,40
255,1,256,7
256,1,257,6
257,1,258,32
258,1,259,42
259,1,260,14
260,1,261,48
261,1,262,24
262,1,263,6
263,1,264,52
264,1,265,4
265,1,266,21
266,1,267,23
267,1,268,12
268,1,269,0
269,1,270,18
270,1,271,20
271,1,272,19
272,1,273,38
273,1,274,15
274,1,275,3
275,1,276,48
276,1,277,36
277,1,278,18
278,1,279,4
279,1,280,5
280,1,281,28
281,1,282,5
282,1,283,26
283,1,284,18
284,1,285,16
285,1,286,21
286,1,287,32
287,1,288,14
288,1,289,16
289,1,290,22
290,1,291,11
