,id_tienda,id_producto,venta_tienda
0,1,1,2
1,1,2,28
2,1,3,34
3,1,4,49
4,1,5,2
5,1,6,9
6,1,7,41
7,1,8,50
8,1,9,25
9,1,10,4
10,1,11,26
11,1,12,68
12,1,13,70
13,1,14,12
14,1,15,64
15,1,16,20
16,1,17,19
17,1,18,7
18,1,19,31
19,1,20,7
20,1,21,22
21,1,22,2
22,1,23,28
23,1,24,25
24,1,25,15
25,1,26,4
26,1,27,3
27,1,28,14
28,1,29,29
29,1,30,21
30,1,31,41
31,1,32,26
32,1,33,4
33,1,34,37
34,1,35,19
35,1,36,26
36,1,37,51
37,1,38,25
38,1,39,5
39,1,40,56
40,1,41,69
41,1,42,29
42,1,43,60
43,1,44,70
44,1,45,68
45,1,46,26
46,1,47,31
47,1,48,49
48,1,49,18
49,1,50,50
50,1,51,67
51,1,52,36
52,1,53,19
53,1,54,15
54,1,55,43
55,1,56,14
56,1,57,38
57,1,58,32
58,1,59,10
59,1,60,18
60,1,61,66
61,1,62,43
62,1,63,69
63,1,64,29
64,1,65,37
65,1,66,40
66,1,67,42
67,1,68,33
68,1,69,31
69,1,70,55
70,1,71,20
71,1,72,55
72,1,73,81
73,1,74,28
74,1,75,20
75,1,76,18
76,1,77,30
77,1,78,16
78,1,79,13
79,1,80,61
80,1,81,58
81,1,82,60
82,1,83,51
83,1,84,8
84,1,85,39
85,1,86,27
86,1,87,50
87,1,88,5
88,1,89,43
89,1,90,4
90,1,91,55
91,1,92,1
92,1,93,27
93,1,94,12
94,1,95,51
95,1,96,25
96,1,97,24
97,1,98,6
98,1,99,57
99,1,100,5
100,1,101,13
101,1,102,6
102,1,103,39
103,1,104,34
104,1,105,5
105,1,106,38
106,1,107,71
107,1,108,0
108,1,109,37
109,1,110,4
110,1,111,12
111,1,112,60
112,1,113,38
113,1,114,28
114,1,115,44
115,1,116,15
116,1,117,83
117,1,118,32
118,1,119,0
119,1,120,1
120,1,121,24
121,1,122,28
122,1,123,0
123,1,124,34
124,1,125,34
125,1,126,23
126,1,127,31
127,1,128,55
128,1,129,64
129,1,130,1
130,1,131,17
131,1,132,23
132,1,133,40
133,1,134,0
134,1,135,48
135,1,136,47
136,1,137,29
137,1,138,22
138,1,139,39
139,1,140,49
140,1,141,24
141,1,142,47
142,1,143,19
