,id_tienda,id_producto,venta_tienda
0,1,1,0
1,1,2,24
2,1,3,19
3,1,4,43
4,1,5,1
5,1,6,5
6,1,7,35
7,1,8,29
8,1,9,24
9,1,10,6
10,1,11,14
11,1,12,47
12,1,13,33
13,1,14,4
14,1,15,34
15,1,16,24
16,1,17,17
17,1,18,6
18,1,19,20
19,1,20,7
20,1,21,11
21,1,22,1
22,1,23,25
23,1,24,21
24,1,25,7
25,1,26,2
26,1,27,2
27,1,28,16
28,1,29,15
29,1,30,16
30,1,31,50
31,1,32,18
32,1,33,5
33,1,34,19
34,1,35,16
35,1,36,18
36,1,37,28
37,1,38,23
38,1,39,3
39,1,40,37
40,1,41,43
41,1,42,34
42,1,43,37
43,1,44,45
44,1,45,45
45,1,46,13
46,1,47,32
47,1,48,32
48,1,49,11
49,1,50,29
50,1,51,48
51,1,52,24
52,1,53,13
53,1,54,8
54,1,55,24
55,1,56,13
56,1,57,27
57,1,58,9
58,1,59,1
59,1,60,23
60,1,61,49
61,1,62,40
62,1,63,62
63,1,64,18
64,1,65,25
65,1,66,17
66,1,67,31
67,1,68,27
68,1,69,23
69,1,70,51
70,1,71,18
71,1,72,40
72,1,73,51
73,1,74,38
74,1,75,8
75,1,76,14
76,1,77,23
77,1,78,16
78,1,79,10
79,1,80,45
80,1,81,47
81,1,82,40
82,1,83,24
83,1,84,11
84,1,85,26
85,1,86,16
86,1,87,48
87,1,88,2
88,1,89,35
89,1,90,2
90,1,91,46
91,1,92,1
92,1,93,16
93,1,94,5
94,1,95,35
95,1,96,20
96,1,97,16
97,1,98,4
98,1,99,46
99,1,100,10
100,1,101,7
101,1,102,0
102,1,103,24
103,1,104,21
104,1,105,1
105,1,106,24
106,1,107,40
107,1,108,0
108,1,109,29
109,1,110,5
110,1,111,10
111,1,112,44
112,1,113,29
113,1,114,24
114,1,115,35
115,1,116,10
116,1,117,48
117,1,118,21
118,1,119,0
119,1,120,1
120,1,121,19
121,1,122,13
122,1,123,0
123,1,124,32
124,1,125,16
125,1,126,16
126,1,127,24
127,1,128,42
128,1,129,59
129,1,130,0
130,1,131,17
131,1,132,19
132,1,133,20
133,1,134,0
134,1,135,24
135,1,136,45
136,1,137,27
137,1,138,21
138,1,139,30
139,1,140,28
140,1,141,29
141,1,142,27
142,1,143,18
143,1,144,0
144,1,145,35
145,1,146,16
146,1,147,6
147,1,148,25
148,1,149,13
149,1,150,15
150,1,151,16
151,1,152,5
152,1,153,9
153,1,154,33
154,1,155,32
155,1,156,29
156,1,157,18
157,1,158,32
158,1,159,6
159,1,160,7
160,1,161,24
161,1,162,35
162,1,163,6
163,1,164,43
164,1,165,9
165,1,166,21
166,1,167,17
167,1,168,6
168,1,169,12
169,1,170,36
170,1,171,5
171,1,172,59
172,1,173,24
173,1,174,12
174,1,175,35
175,1,176,42
176,1,177,34
177,1,178,15
178,1,179,18
179,1,180,15
180,1,181,49
181,1,182,55
182,1,183,21
183,1,184,51
184,1,185,12
185,1,186,10
186,1,187,37
187,1,188,18
188,1,189,21
189,1,190,18
190,1,191,54
191,1,192,35
192,1,193,13
193,1,194,2
194,1,195,5
195,1,196,29
196,1,197,13
197,1,198,30
198,1,199,4
199,1,200,42
200,1,201,17
201,1,202,15
202,1,203,24
203,1,204,5
204,1,205,46
205,1,206,2
206,1,207,6
207,1,208,29
208,1,209,9
209,1,210,17
210,1,211,38
211,1,212,41
212,1,213,43
213,1,214,39
214,1,215,23
215,1,216,31
216,1,217,44
217,1,218,54
218,1,219,2
219,1,220,18
220,1,221,10
221,1,222,43
222,1,223,19
223,1,224,23
224,1,225,43
225,1,226,9
226,1,227,10
227,1,228,5
228,1,229,1
229,1,230,13
230,1,231,22
231,1,232,41
232,1,233,20
233,1,234,4
234,1,235,29
235,1,236,36
236,1,237,6
237,1,238,21
238,1,239,38
239,1,240,34
240,1,241,29
241,1,242,17
242,1,243,22
243,1,244,14
244,1,245,21
245,1,246,13
246,1,247,5
247,1,248,30
248,1,249,6
249,1,250,24
250,1,251,10
251,1,252,27
252,1,253,8
253,1,254,50
254,1,255,41
255,1,256,8
256,1,257,5
257,1,258,30
258,1,259,33
259,1,260,19
260,1,261,43
261,1,262,31
262,1,263,6
263,1,264,56
264,1,265,2
265,1,266,30
266,1,267,23
267,1,268,16
268,1,269,0
269,1,270,21
270,1,271,17
271,1,272,15
272,1,273,37
273,1,274,20
274,1,275,6
275,1,276,44
276,1,277,46
277,1,278,20
278,1,279,6
279,1,280,1
280,1,281,36
281,1,282,3
282,1,283,37
283,1,284,20
284,1,285,17
285,1,286,24
286,1,287,41
287,1,288,13
288,1,289,18
289,1,290,29
290,1,291,13
291,1,292,15
292,1,293,23
293,1,294,45
294,1,295,34
295,1,296,60
296,1,297,32
297,1,298,43
298,1,299,51
299,1,300,35
300,1,301,8
301,1,302,21
302,1,303,26
303,1,304,17
304,1,305,2
305,1,306,30
306,1,307,14
307,1,308,59
308,1,309,9
309,1,310,32
310,1,311,38
311,1,312,20
312,1,313,6
313,1,314,11
314,1,315,23
315,1,316,52
316,1,317,31
317,1,318,27
318,1,319,8
319,1,320,15
320,1,321,47
321,1,322,29
322,1,323,10
323,1,324,13
324,1,325,28
325,1,326,7
326,1,327,37
327,1,328,13
328,1,329,3
329,1,330,34
330,1,331,32
331,1,332,13
332,1,333,43
333,1,334,13
334,1,335,48
335,1,336,13
336,1,337,24
337,1,338,27
338,1,339,35
339,1,340,44
340,1,341,2
341,1,342,7
342,1,343,23
343,1,344,33
344,1,345,4
345,1,346,20
346,1,347,45
347,1,348,48
348,1,349,43
349,1,350,37
350,1,351,21
351,1,352,11
352,1,353,17
353,1,354,13
354,1,355,13
355,1,356,24
356,1,357,37
357,1,358,14
358,1,359,4
359,1,360,16
360,1,361,43
361,1,362,5
362,1,363,3
363,1,364,37
364,1,365,13
365,1,366,28
366,1,367,25
367,1,368,17
368,1,369,35
369,1,370,15
370,1,371,36
371,1,372,14
372,1,373,32
373,1,374,11
374,1,375,13
375,1,376,39
376,1,377,24
377,1,378,37
378,1,379,54
379,1,380,54
380,1,381,13
381,1,382,30
382,1,383,37
383,1,384,45
384,1,385,21
385,1,386,37
386,1,387,29
387,1,388,33
388,1,389,15
389,1,390,33
390,1,391,5
391,1,392,24
392,1,393,10
393,1,394,35
394,1,395,20
395,1,396,27
396,1,397,5
397,1,398,46
398,1,399,10
399,1,400,38
400,1,401,43
401,1,402,48
402,1,403,34
403,1,404,19
404,1,405,17
405,1,406,38
406,1,407,33
407,1,408,25
408,1,409,11
409,1,410,24
410,1,411,51
411,1,412,37
412,1,413,15
413,1,414,11
414,1,415,23
415,1,416,12
416,1,417,2
417,1,418,0
418,1,419,9
419,1,420,26
420,1,421,31
421,1,422,13
422,1,423,0
423,1,424,45
424,1,425,15
425,1,426,21
426,1,427,10
427,1,428,6
428,1,429,22
429,1,430,4
430,1,431,15
431,1,432,2
432,1,433,1
433,1,434,32
434,1,435,18
435,1,436,24
436,1,437,41
437,1,438,2
438,1,439,3
439,1,440,38
440,1,441,32
441,1,442,12
442,1,443,10
443,1,444,31
444,1,445,13
445,1,446,24
446,1,447,14
447,1,448,28
448,1,449,41
449,1,450,22
450,1,451,36
451,1,452,31
452,1,453,34
453,1,454,2
454,1,455,4
455,1,456,16
456,1,457,0
457,1,458,29
458,1,459,25
459,1,460,33
460,1,461,27
461,1,462,20
462,1,463,36
463,1,464,18
464,1,465,27
465,1,466,39
466,1,467,43
467,1,468,25
468,1,469,5
469,1,470,24
470,1,471,25
471,1,472,19
472,1,473,1
473,1,474,23
474,1,475,17
475,1,476,3
476,1,477,56
477,1,478,33
478,1,479,20
479,1,480,16
480,1,481,33
481,1,482,43
482,1,483,13
483,1,484,40
484,1,485,30
485,1,486,11
486,1,487,51
487,1,488,55
488,1,489,18
489,1,490,27
490,1,491,37
491,1,492,29
492,1,493,12
493,1,494,11
494,1,495,29
495,1,496,16
496,1,497,56
497,1,498,25
498,1,499,33
499,1,500,25
500,1,501,3
501,1,502,10
502,1,503,27
503,1,504,5
504,1,505,22
505,1,506,0
506,1,507,18
507,1,508,2
508,1,509,14
509,1,510,49
510,1,511,24
511,1,512,43
512,1,513,46
513,1,514,16
514,1,515,2
515,1,516,18
516,1,517,24
517,1,518,49
518,1,519,18
519,1,520,45
520,1,521,41
521,1,522,27
522,1,523,33
523,1,524,52
524,1,525,7
525,1,526,12
526,1,527,0
527,1,528,13
528,1,529,2
529,1,530,5
530,1,531,8
531,1,532,35
532,1,533,51
533,1,534,24
534,1,535,18
535,1,536,16
536,1,537,21
537,1,538,23
538,1,539,11
539,1,540,13
540,1,541,0
541,1,542,51
542,1,543,29
543,1,544,33
544,1,545,21
545,1,546,48
546,1,547,43
547,1,548,24
548,1,549,30
549,1,550,18
550,1,551,4
551,1,552,12
552,1,553,16
553,1,554,43
554,1,555,40
555,1,556,37
556,1,557,0
557,1,558,27
558,1,559,34
559,1,560,43
560,1,561,13
561,1,562,38
562,1,563,2
563,1,564,27
564,1,565,19
565,1,566,0
566,1,567,11
567,1,568,28
568,1,569,41
569,1,570,34
570,1,571,9
571,1,572,13
572,1,573,18
573,1,574,16
574,1,575,35
575,1,576,43
576,1,577,27
577,1,578,18
578,1,579,6
579,1,580,34
580,1,581,37
581,1,582,18
582,1,583,1
583,1,584,29
584,1,585,13
585,1,586,10
586,1,587,28
587,1,588,13
588,1,589,45
589,1,590,1
590,1,591,5
591,1,592,5
592,1,593,14
593,1,594,25
594,1,595,13
595,1,596,26
596,1,597,4
597,1,598,4
598,1,599,5
599,1,600,6
600,1,601,19
601,1,602,8
602,1,603,15
603,1,604,21
604,1,605,38
605,1,606,45
606,1,607,35
607,1,608,16
608,1,609,5
609,1,610,16
610,1,611,23
611,1,612,48
612,1,613,4
613,1,614,46
614,1,615,32
615,1,616,1
616,1,617,32
617,1,618,28
618,1,619,48
619,1,620,33
620,1,621,54
621,1,622,24
622,1,623,0
623,1,624,24
624,1,625,21
625,1,626,35
626,1,627,24
627,1,628,53
628,1,629,33
629,1,630,16
630,1,631,31
631,1,632,30
632,1,633,47
633,1,634,45
634,1,635,28
635,1,636,6
636,1,637,34
637,1,638,30
638,1,639,0
639,1,640,13
640,1,641,17
641,1,642,39
642,1,643,9
643,1,644,49
644,1,645,32
