id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
1962,1110280.0,-16875.356,0.0,28
1328,1086467.2,-16513.401439999998,0.0,28
1541,1083974.4,-16475.510879999998,0.0,28
1671,1078988.7999999998,-16399.729759999995,0.0,28
1641,1077742.4,-16380.784479999998,0.0,28
992,1071182.4,-16281.072479999999,0.0,28
1824,1071084.0,-16279.5768,0.0,28
94,1070592.0,-16272.0984,0.0,28
2052,1069214.4,-16251.158879999999,0.0,28
1881,1068263.2,-16236.70064,0.0,28
1402,1067902.4,-16231.21648,0.0,28
1800,1066524.7999999998,-16210.276959999997,0.0,28
275,1065836.0,-16199.807200000001,0.0,28
219,1063999.2,-16171.88784,0.0,28
137,1063868.0,-16169.8936,0.0,28
1565,1063146.4,-16158.92528,0.0,28
754,1062785.5999999999,-16153.441119999998,0.0,28
250,1061736.0,-16137.4872,0.0,28
1413,1061342.4,-16131.50448,0.0,28
597,1058685.5999999999,-16091.121119999998,0.0,28
1309,1058620.0,-16090.124,0.0,28
287,1057111.2,-16067.19024,0.0,28
2076,1056455.2,-16057.21904,0.0,28
1199,1056389.5999999999,-16056.221919999998,0.0,28
1290,1056258.4,-16054.227679999998,0.0,28
90,1055504.0,-16042.7608,0.0,28
18,1054028.0,-16020.3256,0.0,28
1918,1053667.2,-16014.84144,0.0,28
1661,1053273.5999999999,-16008.858719999998,0.0,28
803,1052388.0,-15995.3976,0.0,28
106,1052092.7999999998,-15990.910559999997,0.0,28
1346,1051863.2,-15987.42064,0.0,28
488,1049665.5999999999,-15954.017119999999,0.0,28
363,1049632.7999999998,-15953.518559999997,0.0,28
991,1049600.0,-15953.02,0.0,28
685,1049337.5999999999,-15949.031519999999,0.0,28
1131,1049206.4,-15947.037279999999,0.0,28
1873,1049140.7999999998,-15946.040159999997,0.0,28
1094,1048845.5999999999,-15941.553119999999,0.0,28
1412,1048550.3999999999,-15937.066079999999,0.0,28
1088,1047861.5999999999,-15926.596319999999,0.0,28
1460,1047566.3999999999,-15922.109279999999,0.0,28
1090,1047533.5999999999,-15921.610719999999,0.0,28
605,1047107.2,-15915.129439999999,0.0,28
439,1047041.5999999999,-15914.132319999999,0.0,28
2061,1047008.7999999999,-15913.633759999999,0.0,28
1752,1046483.9999999999,-15905.656799999999,0.0,28
1180,1046352.7999999999,-15903.662559999999,0.0,28
34,1045368.7999999999,-15888.705759999999,0.0,28
122,1044351.9999999999,-15873.250399999999,0.0,28
1164,1044155.2,-15870.259039999999,0.0,28
1401,1044023.9999999999,-15868.264799999999,0.0,28
1103,1043171.2,-15855.302239999999,0.0,28
457,1042974.3999999999,-15852.310879999999,0.0,28
339,1042515.2,-15845.33104,0.0,28
821,1042515.2,-15845.33104,0.0,28
975,1041891.9999999999,-15835.8584,0.0,28
1659,1041826.3999999999,-15834.86128,0.0,28
743,1041563.9999999999,-15830.8728,0.0,28
2023,1041334.3999999999,-15827.38288,0.0,28
1296,1041268.7999999999,-15826.38576,0.0,28
753,1040940.7999999999,-15821.40016,0.0,28
1713,1040809.5999999999,-15819.405919999997,0.0,28
