id_zona,p_k (entero óptimo),A_k(P_i),U_k (entero óptimo),dia
1170,1090632.7999999998,-16576.718559999994,0.0,26
94,1084794.4,-16487.974879999998,0.0,26
1088,1082268.7999999998,-16449.585759999994,0.0,26
1180,1081120.7999999998,-16432.136159999995,0.0,26
519,1077676.7999999998,-16379.787359999997,0.0,26
1873,1077316.0,-16374.3032,0.0,26
34,1074396.7999999998,-16329.931359999997,0.0,26
1328,1074068.7999999998,-16324.945759999997,0.0,26
499,1071379.2,-16284.063839999999,0.0,26
219,1070723.2,-16274.092639999999,0.0,26
1713,1070132.7999999998,-16265.118559999997,0.0,26
1641,1068689.5999999999,-16243.181919999999,0.0,26
754,1068558.4,-16241.18768,0.0,26
154,1066951.2,-16216.75824,0.0,26
743,1066787.2,-16214.26544,0.0,26
90,1065508.0,-16194.821600000001,0.0,26
1090,1064458.4,-16178.86768,0.0,26
250,1063408.7999999998,-16162.913759999998,0.0,26
1296,1062621.5999999999,-16150.948319999998,0.0,26
803,1061211.2,-16129.51024,0.0,26
1770,1060817.5999999999,-16123.527519999998,0.0,26
1173,1059768.0,-16107.5736,0.0,26
1413,1059571.2,-16104.58224,0.0,26
368,1059046.4,-16096.60528,0.0,26
1654,1058587.2,-16089.62544,0.0,26
1652,1058521.5999999999,-16088.628319999998,0.0,26
72,1058095.2,-16082.14704,0.0,26
975,1058062.4,-16081.648479999998,0.0,26
339,1058062.4,-16081.648479999998,0.0,26
992,1056652.0,-16060.2104,0.0,26
597,1056619.2,-16059.71184,0.0,26
1904,1056586.4,-16059.213279999998,0.0,26
1832,1056422.4,-16056.720479999998,0.0,26
488,1055602.4,-16044.256479999998,0.0,26
1962,1055077.5999999999,-16036.279519999998,0.0,26
1900,1055044.7999999998,-16035.780959999998,0.0,26
2076,1054848.0,-16032.7896,0.0,26
1597,1054356.0,-16025.3112,0.0,26
1405,1054257.5999999999,-16023.815519999998,0.0,26
1824,1053732.7999999998,-16015.838559999998,0.0,26
1749,1053372.0,-16010.3544,0.0,26
1025,1053372.0,-16010.3544,0.0,26
457,1053240.7999999998,-16008.360159999998,0.0,26
1290,1051797.5999999999,-15986.423519999998,0.0,26
624,1050551.2,-15967.47824,0.0,26
1918,1050288.7999999998,-15963.489759999997,0.0,26
1238,1050092.0,-15960.4984,0.0,26
1800,1049796.7999999998,-15956.011359999997,0.0,26
1159,1048419.2,-15935.07184,0.0,26
1565,1048025.5999999999,-15929.089119999999,0.0,26
991,1047959.9999999999,-15928.091999999999,0.0,26
439,1047599.2,-15922.607839999999,0.0,26
1420,1047435.2,-15920.115039999999,0.0,26
1309,1046615.2,-15907.651039999999,0.0,26
1462,1045860.7999999999,-15896.184159999999,0.0,26
1346,1045729.5999999999,-15894.189919999999,0.0,26
2052,1045729.5999999999,-15894.189919999999,0.0,26
236,1044220.7999999999,-15871.256159999999,0.0,26
1661,1043302.3999999999,-15857.296479999999,0.0,26
363,1043236.7999999999,-15856.299359999999,0.0,26
1954,1043039.9999999999,-15853.307999999999,0.0,26
18,1042843.2,-15850.31664,0.0,26
880,1041957.5999999999,-15836.855519999997,0.0,26
1541,1041629.5999999999,-15831.869919999997,0.0,26
77,1041465.5999999999,-15829.377119999997,0.0,26
1933,1040120.7999999999,-15808.93616,0.0,26
1441,1039464.7999999999,-15798.96496,0.0,26
1401,1039366.3999999999,-15797.46928,0.0,26
275,1039235.2,-15795.47504,0.0,26
753,1039103.9999999999,-15793.4808,0.0,26
1215,1039005.5999999999,-15791.985119999998,0.0,26
1412,1038972.7999999999,-15791.48656,0.0,26
1368,1038841.5999999999,-15789.492319999998,0.0,26
821,1037923.2,-15775.53264,0.0,26
288,1037791.9999999999,-15773.5384,0.0,26
1077,1037660.7999999999,-15771.54416,0.0,26
721,1037004.7999999999,-15761.57296,0.0,26
1990,1036775.2,-15758.08304,0.0,26
1292,1035987.9999999999,-15746.117599999998,0.0,26
605,1035495.9999999999,-15738.639199999998,0.0,26
1481,1035233.5999999999,-15734.650719999998,0.0,26
379,1035036.7999999999,-15731.65936,0.0,26
1373,1035036.7999999999,-15731.65936,0.0,26
838,1035003.9999999999,-15731.160799999998,0.0,26
1164,1034971.2,-15730.66224,0.0,26
755,1034249.5999999999,-15719.693919999998,0.0,26
1350,1033921.5999999999,-15714.708319999998,0.0,26
230,1033724.7999999999,-15711.71696,0.0,26
430,1033199.9999999999,-15703.739999999998,0.0,26
106,1032150.3999999999,-15687.786079999998,0.0,26
137,1031920.7999999999,-15684.29616,0.0,26
1103,1031789.5999999999,-15682.301919999998,0.0,26
155,1031035.2,-15670.83504,0.0,26
1671,1030969.5999999999,-15669.837919999998,0.0,26
1881,1030871.2,-15668.34224,0.0,26
1780,1030411.9999999999,-15661.362399999998,0.0,26
276,1029427.9999999999,-15646.405599999998,0.0,26
633,1028312.7999999999,-15629.45456,0.0,26
1398,1027984.7999999999,-15624.46896,0.0,26
1131,1027919.2,-15623.47184,0.0,26
1752,1027886.3999999999,-15622.973279999998,0.0,26
944,1027722.3999999999,-15620.480479999998,0.0,26
2023,1027459.9999999999,-15616.491999999998,0.0,26
1460,1027361.5999999999,-15614.996319999998,0.0,26
622,1026607.2,-15603.52944,0.0,26
1086,1026311.9999999999,-15599.042399999998,0.0,26
82,1025951.2,-15593.55824,0.0,26
1199,1025721.5999999999,-15590.068319999998,0.0,26
1094,1025065.5999999999,-15580.097119999999,0.0,26
1946,1024770.3999999999,-15575.610079999999,0.0,26
1227,1024606.3999999999,-15573.117279999999,0.0,26
2066,1024212.7999999999,-15567.134559999999,0.0,26
20,1024179.9999999999,-15566.635999999999,0.0,26
1924,1023392.7999999999,-15554.670559999999,0.0,26
698,1021195.2,-15521.267039999999,0.0,26
1012,1021031.2,-15518.774239999999,0.0,26
9,1020276.7999999999,-15507.307359999999,0.0,26
396,1020276.7999999999,-15507.307359999999,0.0,26
789,1018866.3999999999,-15485.869279999999,0.0,26
1548,1017882.3999999999,-15470.912479999999,0.0,26
474,1017685.5999999999,-15467.921119999999,0.0,26
283,1017521.5999999999,-15465.428319999999,0.0,26
949,1017521.5999999999,-15465.428319999999,0.0,26
372,1017062.3999999999,-15458.44848,0.0,26
1734,1016832.7999999999,-15454.95856,0.0,26
1642,1016537.5999999999,-15450.471519999997,0.0,26
1241,1016406.3999999999,-15448.47728,0.0,26
945,1016373.5999999999,-15447.978719999997,0.0,26
1521,1015586.3999999999,-15436.01328,0.0,26
515,1015553.5999999999,-15435.514719999997,0.0,26
444,1015094.3999999999,-15428.53488,0.0,26
685,1015028.7999999999,-15427.53776,0.0,26
709,1014897.5999999999,-15425.543519999997,0.0,26
1154,1014241.5999999999,-15415.572319999997,0.0,26
547,1013093.5999999999,-15398.122719999998,0.0,26
910,1012995.2,-15396.62704,0.0,26
1369,1012306.3999999999,-15386.15728,0.0,26
922,1012207.9999999999,-15384.6616,0.0,26
260,1012207.9999999999,-15384.6616,0.0,26
1099,1011519.2,-15374.19184,0.0,26
692,1011355.2,-15371.69904,0.0,26
80,1011355.2,-15371.69904,0.0,26
174,1010731.9999999999,-15362.226399999998,0.0,26
2061,1010633.5999999999,-15360.730719999998,0.0,26
122,1010535.2,-15359.23504,0.0,26
1122,1010108.7999999999,-15352.75376,0.0,26
1098,1010075.9999999999,-15352.255199999998,0.0,26
533,1010075.9999999999,-15352.255199999998,0.0,26
118,1009288.7999999999,-15340.28976,0.0,26
843,1008993.5999999999,-15335.802719999998,0.0,26
428,1008927.9999999999,-15334.805599999998,0.0,26
206,1008271.9999999999,-15324.834399999998,0.0,26
287,1008107.9999999999,-15322.341599999998,0.0,26
347,1008075.2,-15321.84304,0.0,26
1605,1006992.7999999999,-15305.39056,0.0,26
1402,1006894.3999999999,-15303.894879999998,0.0,26
1756,1006599.2,-15299.40784,0.0,26
2000,1003811.2,-15257.03024,0.0,26
634,1003712.7999999999,-15255.53456,0.0,26
1659,1003647.2,-15254.53744,0.0,26
544,1003581.5999999999,-15253.540319999998,0.0,26
585,1003155.2,-15247.05904,0.0,26
2,1002761.5999999999,-15241.076319999998,0.0,26
2072,1002630.3999999999,-15239.082079999998,0.0,26
716,1002531.9999999999,-15237.586399999998,0.0,26
1362,1002367.9999999999,-15235.093599999998,0.0,26
983,1002105.5999999999,-15231.105119999998,0.0,26
1393,1002072.7999999999,-15230.60656,0.0,26
2057,1001875.9999999999,-15227.615199999998,0.0,26
645,1001843.2,-15227.11664,0.0,26
262,1001744.7999999999,-15225.620959999998,0.0,26
120,1001449.5999999999,-15221.133919999998,0.0,26
1019,1001088.7999999999,-15215.649759999998,0.0,26
217,1000629.5999999999,-15208.669919999998,0.0,26
889,1000596.7999999999,-15208.171359999998,0.0,26
1791,999875.2,-15197.20304,0.0,26
1971,999842.3999999999,-15196.704479999999,0.0,26
1247,999743.9999999999,-15195.208799999999,0.0,26
2071,998136.7999999999,-15170.779359999999,0.0,26
1133,997939.9999999999,-15167.787999999999,0.0,26
600,997677.5999999999,-15163.799519999999,0.0,26
69,997415.2,-15159.81104,0.0,26
1920,997283.9999999999,-15157.816799999999,0.0,26
117,996431.2,-15144.854239999999,0.0,26
